"Id_beroep";"Id_verb";"Beroep_letterlijk";"Beroep_vertaling";"Beroep_cat";"Gevangenis"
18619;18559;"cocher";"Voerman";;"Gent"
18620;18560;"ouvrier ferme";"Landbouwwerker";;"Gent"
18621;18561;"chauffeur";"Chauffeur";;"Gent"
18622;18562;"sellier";"Zadelmaker";;"Gent"
18623;18563;"ouvrier macon";"Metser-arbeider";;"Gent"
18624;18564;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18625;18565;"tisserand";"Wever";;"Gent"
18626;18566;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18627;18567;"chauffeur";"Chauffeur";;"Gent"
18628;18568;"tailleur";"Kleermaker";;"Gent"
18629;18569;"journalier";"Dagloner";;"Gent"
18630;18570;"tailleur";"Kleermaker";;"Gent"
18631;18571;"Servante";"Dienstmeisje";;"Gent"
18632;18572;"terrassier";"Grondwerker";;"Gent"
18633;18573;"ouvrier macon";"Metser-arbeider";;"Gent"
18634;18574;"journalier";"Dagloner";;"Gent"
18635;18575;"boucher";"Slager";;"Gent"
18636;18576;"tisserand";"Wever";;"Gent"
18637;18577;"journalier";"Dagloner";;"Gent"
18638;18578;"ouvrier batelier";"Arbeider-binnenschipper";;"Gent"
18639;18579;"colporteur";"Straatventer";;"Gent"
18640;18580;"journalier";"Dagloner";;"Gent"
18641;18581;"journalier";"Dagloner";;"Gent"
18642;18582;"journaliere";"Dagloner";;"Gent"
18643;18583;"journalier";"Dagloner";;"Gent"
18644;18584;"journalier";"Dagloner";;"Gent"
18645;18585;"ouvrier agricole";"Landbouwwerker";;"Gent"
18646;18586;"tisserand";"Wever";;"Gent"
18647;18587;"journalier";"Dagloner";;"Gent"
18648;18588;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18649;18589;"journalier";"Dagloner";;"Gent"
18650;18590;"domestique de ferme";"Landbouwhulp";;"Gent"
18651;18591;"journalier";"Dagloner";;"Gent"
18652;18592;"garcon boulanger";"Bakkersknecht";;"Gent"
18653;18593;"boucher";"Slager";;"Gent"
18654;18594;"voiturier";"Voerman";;"Gent"
18655;18595;"Peintre";"Schilder";;"Gent"
18656;18596;"journalier";"Dagloner";;"Gent"
18657;18597;"macon";"Metser";;"Gent"
18658;18598;"macon";"Metser";;"Gent"
18659;18599;"plombier";"Loodgieter";;"Gent"
18660;18600;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18661;18601;"journalier";"Dagloner";;"Gent"
18662;18602;"journalier";"Dagloner";;"Gent"
19337;19284;"journalier";"Dagloner";;"Gent"
19338;19285;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
19339;19286;"macon";"Metser";;"Gent"
19340;19287;"ouvrier macon";"Metser-arbeider";;"Gent"
19341;19288;"journalier";"Dagloner";;"Gent"
19342;19289;"Journalier";"Dagloner";;"Gent"
19343;19290;"debardeur";"Havenarbeider";;"Gent"
19344;19291;"ardoisier";"Leisteenbewerker";;"Gent"
19345;19292;"journalier";"Dagloner";;"Gent"
19346;19293;"tisserand";"Wever";;"Gent"
19347;19294;"tisserand";"Wever";;"Gent"
19348;19295;"Tisserand";"Wever";;"Gent"
19349;19296;"ouvrier agricole";"Landbouwwerker";;"Gent"
19350;19297;"prostituee";"Prostituee";;"Gent"
19351;19298;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19352;19299;"terrassier";"Grondwerker";;"Gent"
19353;19300;"cabaretier";"Herbergier";;"Gent"
19354;19301;"caissiere";"Kassier";;"Gent"
19355;19303;"terrassier";"Grondwerker";;"Gent"
19356;19304;"journalier";"Dagloner";;"Gent"
19357;19305;"menuisier";"Timmerman";;"Gent"
19358;19306;"Batelier";"Binnenschipper";;"Gent"
19359;19307;"journalier";"Dagloner";;"Gent"
19360;19308;"colporteur";"Straatventer";;"Gent"
19361;19309;"boucher";"Slager";;"Gent"
19362;19310;"soldat";"Soldaat";;"Gent"
19363;19311;"tisserand";"Wever";;"Gent"
19364;19312;"ouvrier peintre";"Arbeider-schilder";;"Gent"
19365;19313;"mitron";"Onbekend";;"Gent"
19366;19314;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19367;19315;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19368;19316;"cocher";"Voerman";;"Gent"
19369;19317;"journalier";"Dagloner";;"Gent"
19370;19318;"journalier";"Dagloner";;"Gent"
19371;19320;"terrassier";"Grondwerker";;"Gent"
19372;19321;"tourneur en cuivre";"Looddraaier";;"Gent"
19373;19322;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19374;19323;"ouvrier";"Arbeider";;"Gent"
19375;19324;"cordonnier";"Schoenmaker";;"Gent"
19376;19325;"ouvrier agricole";"Landbouwwerker";;"Gent"
19377;19326;"ouvrier agricole";"Landbouwwerker";;"Gent"
19378;19327;"scieur";"Houtzager";;"Gent"
19379;19328;"journalier";"Dagloner";;"Gent"
19380;19329;"jouer d'orgue";"Organist";;"Gent"
19381;19330;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19382;19331;"domestique";"Bediende";;"Gent"
19383;19332;"voiturier";"Voerman";;"Gent"
19384;19333;"journalier";"Dagloner";;"Gent"
19385;19334;"cultivateur";"Landbouwer";;"Gent"
19386;19335;"journaliere";"Dagloner";;"Gent"
19387;19336;"terrassier";"Grondwerker";;"Gent"
19388;19337;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19389;19338;"journalier";"Dagloner";;"Gent"
19390;19339;"journalier";"Dagloner";;"Gent"
19391;19340;"colporteur";"Straatventer";;"Gent"
19392;19341;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
19393;19342;"journalier";"Dagloner";;"Gent"
19394;19343;"ouvrier agricole";"Landbouwwerker";;"Gent"
19395;19344;"cocher";"Voerman";;"Gent"
19396;19345;"tapissier";"Stofeerder";;"Gent"
19397;19346;"debardeur";"Havenarbeider";;"Gent"
19398;19347;"rempailleur de chaises";"Stoelenmatter";;"Gent"
19399;19348;"debardeur";"Havenarbeider";;"Gent"
19400;19349;"ouvrier macon";"Metser-arbeider";;"Gent"
19401;19350;"ouvrier";"Arbeider";;"Gent"
19402;19351;"ouvrier agricole";"Landbouwwerker";;"Gent"
19403;19352;"cultivateur";"Landbouwer";;"Gent"
19404;19353;"Etourneur";"Draaier";;"Gent"
19405;19354;"ouvrier";"Arbeider";;"Gent"
19406;19355;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19407;19356;"tailleur de peirres";"Kleermaker";;"Gent"
19408;19357;"journalier";"Dagloner";;"Gent"
19409;19358;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19410;19359;"journalier";"Dagloner";;"Gent"
19411;19360;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19412;19361;"ouvrier macon";"Metser-arbeider";;"Gent"
19413;19362;"cabaretiere";"Herbergier";;"Gent"
19414;19363;"ouvrier macon";"Metser-arbeider";;"Gent"
19415;19364;"commissionaire";"Bode";;"Gent"
19416;19365;"journalier";"Dagloner";;"Gent"
19417;19366;"ouvrier agricole";"Landbouwwerker";;"Gent"
19418;19367;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
19419;19368;"journalier";"Dagloner";;"Gent"
19420;19369;"journalier";"Dagloner";;"Gent"
19421;19370;"journalier";"Dagloner";;"Gent"
19422;19371;"ouvrier peintre";"Arbeider-schilder";;"Gent"
19423;19372;"cabaretier";"Herbergier";;"Gent"
19424;19373;"ouvrier macon";"Metser-arbeider";;"Gent"
19425;19374;"journalier";"Dagloner";;"Gent"
19426;19375;"cocher";"Voerman";;"Gent"
19427;19376;"journalier";"Dagloner";;"Gent"
19428;19377;"journalier";"Dagloner";;"Gent"
19429;19378;"voiturier";"Voerman";;"Gent"
19430;19379;"macon";"Metser";;"Gent"
19431;19380;"ouvrier macon";"Metser-arbeider";;"Gent"
19432;19381;"ouvrier agricole";"Landbouwwerker";;"Gent"
19433;19382;"macon";"Metser";;"Gent"
19434;19383;"ouvrier peintre";"Arbeider-schilder";;"Gent"
19435;19384;"cocher";"Voerman";;"Gent"
19436;19385;"journalier";"Dagloner";;"Gent"
18663;18603;"colporteur";"Straatventer";;"Gent"
18664;18604;"ouvrier agricole";"Landbouwwerker";;"Gent"
18665;18605;"journalier";"Dagloner";;"Gent"
18666;18606;"ouvrier macon";"Metser-arbeider";;"Gent"
18667;18607;"menagere";"Huisvrouw";;"Gent"
18668;18608;"cabaretiere";"Herbergier";;"Gent"
18669;18609;"colporteuse";"Straatventer";;"Gent"
18670;18610;"journalier";"Dagloner";;"Gent"
18671;18611;"marchand";"Handelaar";;"Gent"
18672;18612;"journalier";"Dagloner";;"Gent"
18673;18613;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18674;18614;"tisserand";"Wever";;"Gent"
18675;18615;"menagere";"Huisvrouw";;"Gent"
18676;18616;"tailleur de pierres";"Kleermaker";;"Gent"
18677;18617;"journalier";"Dagloner";;"Gent"
18678;18618;"colporteur";"Straatventer";;"Gent"
18679;18619;"domestique";"Bediende";;"Gent"
18680;18620;"boulanger";"Bakker";;"Gent"
18681;18621;"ouvrier macon";"Metser-arbeider";;"Gent"
18682;18622;"ouvrier agricole";"Landbouwwerker";;"Gent"
18683;18623;"ouvrier agricole";"Landbouwwerker";;"Gent"
18684;18624;"ouvrier agricole";"Landbouwwerker";;"Gent"
18685;18625;"ouvrier ferme";"Landbouwwerker";;"Gent"
18686;18626;"journalier";"Dagloner";;"Gent"
18687;18627;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18688;18628;"journalier";"Dagloner";;"Gent"
18689;18629;"colporteur";"Straatventer";;"Gent"
18690;18630;"journalier";"Dagloner";;"Gent"
18691;18631;"ouvrier plombier";"Arbeider-Loodgieter";;"Gent"
18692;18632;"Batelier";"Binnenschipper";;"Gent"
18693;18633;"colporteur";"Straatventer";;"Gent"
18694;18634;"fraudeur";"Fraudeur";;"Gent"
18695;18635;"marchand";"Handelaar";;"Gent"
18696;18636;"ouvrier agricole";"Landbouwwerker";;"Gent"
18697;18637;"debardeur";"Havenarbeider";;"Gent"
18698;18638;"ebeniste";"Meubelmaker";;"Gent"
18699;18639;"ouvrier brasseur";"Werknemer in de brouwerij";;"Gent"
18700;18640;"journalier";"Dagloner";;"Gent"
18701;18641;"mitron";"Onbekend";;"Gent"
18702;18642;"journalier";"Dagloner";;"Gent"
18703;18643;"journalier";"Dagloner";;"Gent"
18704;18644;"chaudronnier";"Koperslager";;"Gent"
18705;18645;"debardeur";"Havenarbeider";;"Gent"
18706;18646;"forgeron";"Smid";;"Gent"
18707;18647;"ferblantier";"Blikslager";;"Gent"
18708;18648;"ouvrier agricole";"Landbouwwerker";;"Gent"
18709;18649;"voiturier";"Voerman";;"Gent"
18710;18650;"couturiere";"Naaister";;"Gent"
18711;18651;"cultivateur";"Landbouwer";;"Gent"
18712;18652;"Batelier";"Binnenschipper";;"Gent"
18713;18653;"palefrenier";"Koetsbediende";;"Gent"
18714;18654;"journalier";"Dagloner";;"Gent"
18715;18655;"macon";"Metser";;"Gent"
18716;18656;"cordonnier";"Schoenmaker";;"Gent"
18717;18657;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
18718;18658;"menuisier";"Timmerman";;"Gent"
18719;18659;"jardinier";"Tuinman";;"Gent"
18720;18660;"journaliere";"Dagloner";;"Gent"
18721;18661;"chaudronnier";"Koperslager";;"Gent"
18722;18662;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18723;18663;"menuisier";"Timmerman";;"Gent"
18724;18664;"cabaretier";"Herbergier";;"Gent"
18725;18665;"journalier";"Dagloner";;"Gent"
18726;18666;"tisserand";"Wever";;"Gent"
18727;18667;"ouvrier agricole";"Landbouwwerker";;"Gent"
18728;18668;"ouvrier agricole";"Landbouwwerker";;"Gent"
18729;18669;"ouvrier agricole";"Landbouwwerker";;"Gent"
18730;18670;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18731;18671;"journalier";"Dagloner";;"Gent"
18732;18672;;;;"Gent"
18733;18673;"ouvrier macon";"Metser-arbeider";;"Gent"
18734;18674;"journalier";"Dagloner";;"Gent"
18735;18675;"journalier";"Dagloner";;"Gent"
18736;18676;"menagere";"Huisvrouw";;"Gent"
18737;18677;"ouvrier agricole";"Landbouwwerker";;"Gent"
18738;18678;"debardeur";"Havenarbeider";;"Gent"
18739;18679;"journalier";"Dagloner";;"Gent"
18740;18680;"journalier";"Dagloner";;"Gent"
18741;18681;"ouvrier agricole";"Landbouwwerker";;"Gent"
18742;18682;"ouvrier macon";"Metser-arbeider";;"Gent"
18743;18683;"servante";"Dienstmeisje";;"Gent"
18744;18684;"debardeur";"Havenarbeider";;"Gent"
18746;18685;"journalier";"Dagloner";;"Gent"
18747;18686;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18748;18687;"ouvrier agricole";"Landbouwwerker";;"Gent"
18749;18688;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18750;18689;"ouvrier agricole";"Landbouwwerker";;"Gent"
18751;18690;"ouvrier agricole";"Landbouwwerker";;"Gent"
18752;18691;"prostituee";"Prostituee";;"Gent"
18753;18692;"ouvrier plafonneur";"Arbeider-Stukadoor";;"Gent"
18754;18693;"couturiere";"Naaister";;"Gent"
18755;18694;"debardeur";"Havenarbeider";;"Gent"
18756;18695;"journalier";"Dagloner";;"Gent"
18757;18696;"cabaretier";"Herbergier";;"Gent"
18758;18697;"ouvrier ferme";"Landbouwwerker";;"Gent"
18759;18698;"cultivateur";"Landbouwer";;"Gent"
18760;18699;"ouvrier agricole";"Landbouwwerker";;"Gent"
18761;18700;"ouvrier agricole";"Landbouwwerker";;"Gent"
18762;18701;"ouvrier macon";"Metser-arbeider";;"Gent"
18763;18702;"ouvrier macon";"Metser-arbeider";;"Gent"
18764;18703;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18765;18704;"ouvrier macon";"Metser-arbeider";;"Gent"
18766;18705;"ouvrier agricole";"Landbouwwerker";;"Gent"
18767;18706;"journalier";"Dagloner";;"Gent"
18768;18707;"tisserand";"Wever";;"Gent"
18769;18708;"tisserand";"Wever";;"Gent"
18770;18709;"mecanicien";"Mekanieker";;"Gent"
18771;18710;"ouvrier agricole";"Landbouwwerker";;"Gent"
18772;18711;"journalier";"Dagloner";;"Gent"
18773;18712;"colporteur";"Straatventer";;"Gent"
18774;18713;"colporteur";"Straatventer";;"Gent"
18775;18714;"menagere";"Huisvrouw";;"Gent"
18776;18715;"menagere";"Huisvrouw";;"Gent"
18777;18716;"journalier";"Dagloner";;"Gent"
18778;18717;"journalier";"Dagloner";;"Gent"
18779;18718;"ecangueur";"Vlaszwingelaar";;"Gent"
18780;18719;"ouvrier ferme";"Landbouwwerker";;"Gent"
18781;18720;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18782;18721;"journalier";"Dagloner";;"Gent"
18783;18722;"tisserand";"Wever";;"Gent"
18784;18723;"ouvrier ferme";"Landbouwwerker";;"Gent"
18785;18724;"journaliere";"Dagloner";;"Gent"
18786;18725;"ouvrier agricole";"Landbouwwerker";;"Gent"
18787;18726;"debardeur";"Havenarbeider";;"Gent"
18788;18727;"ecangueur";"Vlaszwingelaar";;"Gent"
18789;18728;"ouvrier agricole";"Landbouwwerker";;"Gent"
18790;18729;"ouvrier ferme";"Landbouwwerker";;"Gent"
18791;18730;"journalier";"Dagloner";;"Gent"
18792;18731;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18793;18732;"ouvrier agricole";"Landbouwwerker";;"Gent"
18794;18733;"relieur";"Boekbinder";;"Gent"
18795;18734;"ouvrier agricole";"Landbouwwerker";;"Gent"
18796;18735;"ouvrier agricole";"Landbouwwerker";;"Gent"
18797;18736;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18798;18737;"cabaretier";"Herbergier";;"Gent"
18799;18738;"journalier";"Dagloner";;"Gent"
18800;18739;"journalier";"Dagloner";;"Gent"
18801;18740;"marchand de fruits";"Handelaar in fruit";;"Gent"
18802;18741;"journalier";"Dagloner";;"Gent"
18803;18742;"ouvrier agricole";"Landbouwwerker";;"Gent"
18804;18743;"journaliere";"Dagloner";;"Gent"
18805;18744;"journalier";"Dagloner";;"Gent"
18806;18746;"journalier";"Dagloner";;"Gent"
18807;18747;"ouvrier macon";"Metser-arbeider";;"Gent"
18808;18748;"journalier";"Dagloner";;"Gent"
18809;18749;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
18810;18750;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18811;18751;"journalier";"Dagloner";;"Gent"
18812;18752;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
18813;18753;"prostituee";"Prostituee";;"Gent"
18814;18754;"journalier";"Dagloner";;"Gent"
18815;18756;"journalier";"Dagloner";;"Gent"
18816;18757;"tisserand";"Wever";;"Gent"
18817;18758;"tisserand";"Wever";;"Gent"
18818;18759;"tourneur en bois";"Houtdraaier";;"Gent"
18819;18760;"ouvrier macon";"Metser-arbeider";;"Gent"
18820;18761;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
18821;18762;"prostituee";"Prostituee";;"Gent"
18822;18763;"musicien ambulant";"Rondtrekkend muzikant";;"Gent"
18823;18764;"menagere";"Huisvrouw";;"Gent"
18824;18765;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18825;18766;"ouvrier agricole";"Landbouwwerker";;"Gent"
18826;18767;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
18827;18768;"soldat";"Soldaat";;"Gent"
18828;18769;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
18829;18770;"menagere";"Huisvrouw";;"Gent"
18830;18771;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18831;18772;"journalier";"Dagloner";;"Gent"
18832;18773;"colporteur";"Straatventer";;"Gent"
18833;18774;"couturiere";"Naaister";;"Gent"
18834;18775;"soldat";"Soldaat";;"Gent"
18835;18776;"journalier";"Dagloner";;"Gent"
18836;18777;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18837;18778;"Soldat";"Soldaat";;"Gent"
18838;18779;"tailleur";"Kleermaker";;"Gent"
18839;18780;"marchand de charbons";"Kolenverkoper";;"Gent"
18840;18781;"marchand de charbbons";"Kolenverkoper";;"Gent"
18841;18782;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
18842;18783;"ouvrier agricole";"Landbouwwerker";;"Gent"
18843;18784;"ouvrier agricole";"Landbouwwerker";;"Gent"
18844;18785;"ouvrier agricole";"Landbouwwerker";;"Gent"
18845;18786;"ouvrier ferme";"Landbouwwerker";;"Gent"
18846;18787;"cultivateur";"Landbouwer";;"Gent"
18847;18788;"ouvrier macon";"Metser-arbeider";;"Gent"
18848;18789;"Teinturier";"Verver";;"Gent"
18849;18790;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18850;18791;"journalier";"Dagloner";;"Gent"
18851;18792;"menagere";"Huisvrouw";;"Gent"
18852;18793;"terrassier";"Grondwerker";;"Gent"
18853;18794;"chaudronnier";"Koperslager";;"Gent"
18854;18795;"menagere";"Huisvrouw";;"Gent"
18855;18796;"ouvrier agricole";"Landbouwwerker";;"Gent"
18856;18797;"journalier";"Dagloner";;"Gent"
18857;18798;"ouvrier ferme";"Landbouwwerker";;"Gent"
18858;18799;"ouvrier ferme";"Landbouwwerker";;"Gent"
18859;18800;"cultivateur";"Landbouwer";;"Gent"
18860;18801;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18861;18802;"journalier";"Dagloner";;"Gent"
18862;18803;"journalier";"Dagloner";;"Gent"
18863;18804;"journaliere";"Dagloner";;"Gent"
18864;18805;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18865;18806;"cultivateur";"Landbouwer";;"Gent"
18866;18807;"ouvrier tonnelier";"Werknemer in een kuiperij";;"Gent"
18867;18808;"ouvrier macon";"Metser-arbeider";;"Gent"
18868;18809;"journalier";"Dagloner";;"Gent"
18869;18810;"journalier";"Dagloner";;"Gent"
18870;18811;"Jardinier";"Tuinman";;"Gent"
18871;18812;"ouvrier agricole";"Landbouwwerker";;"Gent"
18872;18813;"ajusteur";"Bankwerker";;"Gent"
18873;18814;"ouvrier ferme";"Landbouwwerker";;"Gent"
18874;18815;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18875;18816;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18876;18817;"ouvrier macon";"Metser-arbeider";;"Gent"
18877;18818;"ouvrier macon";"Metser-arbeider";;"Gent"
18878;18819;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18879;18820;"marchand de parapluies";"Handelaar in paraplus";;"Gent"
18880;18821;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18881;18822;"aide macon";"Metsershulp";;"Gent"
18882;18823;"ouvrier agricole";"Landbouwwerker";;"Gent"
18883;18824;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18884;18825;"ouvrier agricole";"Landbouwwerker";;"Gent"
18885;18826;"ouvrier ferme";"Landbouwwerker";;"Gent"
18886;18827;"plafonneur";"Stukadoor";;"Gent"
18887;18828;"journalier";"Dagloner";;"Gent"
18888;18829;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
18889;18830;"journalier";"Dagloner";;"Gent"
18890;18831;"ouvrier agricole";"Landbouwwerker";;"Gent"
18891;18832;"journalier";"Dagloner";;"Gent"
18892;18833;"ouvrier agricole";"Landbouwwerker";;"Gent"
18893;18834;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
18894;18835;"tisserand";"Wever";;"Gent"
18895;18836;"marchand de parapluies";"Handelaar in paraplus";;"Gent"
18896;18837;"servante";"Dienstmeisje";;"Gent"
18897;18838;"ouvrier jardinier";"Tuinman";;"Gent"
18898;18839;"sabotier";"Klompenmaker";;"Gent"
18899;18840;"employe";"Werknemer";;"Gent"
18900;18841;"colporteur";"Straatventer";;"Gent"
18901;18842;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18902;18843;"commissionaire";"Bode";;"Gent"
18903;18844;"journalier";"Dagloner";;"Gent"
18904;18845;"colporteur";"Straatventer";;"Gent"
18905;18846;"chaisier";"Stoelenmaker";;"Gent"
18906;18847;"tisserand";"Wever";;"Gent"
18907;18848;"cocher";"Voerman";;"Gent"
18908;18849;"ouvrier agricole";"Landbouwwerker";;"Gent"
18909;18850;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
18910;18851;"journalier";"Dagloner";;"Gent"
18911;18852;"ouvrier macon";"Metser-arbeider";;"Gent"
18912;18853;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18913;18854;"cocher";"Voerman";;"Gent"
18914;18855;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18915;18856;"cordonnier";"Schoenmaker";;"Gent"
18916;18857;"Tanneur";"Leerlooier";;"Gent"
18917;18858;"chaudronnier";"Koperslager";;"Gent"
18918;18859;"menagere";"Huisvrouw";;"Gent"
18919;18860;"ouvrier agricole";"Landbouwwerker";;"Gent"
18920;18861;"debardeur";"Havenarbeider";;"Gent"
18921;18862;"ouvrier ferme";"Landbouwwerker";;"Gent"
18922;18863;"botelier";"Binneschipper";;"Gent"
18923;18864;"journalier";"Dagloner";;"Gent"
18924;18865;"journalier";"Dagloner";;"Gent"
18925;18866;"Lithographe";"Steendrukker";;"Gent"
18926;18867;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18927;18868;"marchand";"Handelaar";;"Gent"
18928;18869;"menagere";"Huisvrouw";;"Gent"
18929;18870;"menagere";"Huisvrouw";;"Gent"
18930;18871;"bijoutier";"Juwelier";;"Gent"
18931;18872;"journaliere";"Dagloner";;"Gent"
18932;18873;"charpentier";"Timmerman";;"Gent"
18933;18874;"ouvrier macon";"Metser-arbeider";;"Gent"
18934;18875;"tisserand";"Wever";;"Gent"
18935;18876;"ouvrier ferme";"Landbouwwerker";;"Gent"
18936;18878;"journalier";"Dagloner";;"Gent"
18937;18879;"chauffeur";"Chauffeur";;"Gent"
18938;18880;"ecangueur";"Vlaszwingelaar";;"Gent"
18939;18881;"ecangueur";"Vlaszwingelaar";;"Gent"
18940;18882;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18941;18883;"journalier";"Dagloner";;"Gent"
18942;18884;"journalier";"Dagloner";;"Gent"
18943;18885;"ouvrier macon";"Metser-arbeider";;"Gent"
18944;18886;"ex banquier";"Ex-bankier";;"Gent"
18945;18887;"cabaretiere";"Herbergier";;"Gent"
18946;18888;"journalier";"Dagloner";;"Gent"
18947;18889;"sabotier";"Klompenmaker";;"Gent"
18948;18890;"ouvrier macon";"Metser-arbeider";;"Gent"
18949;18891;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18950;18892;"debardeur";"Havenarbeider";;"Gent"
18951;18893;"journaliere";"Dagloner";;"Gent"
18952;18894;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18953;18895;"ouvrierr macon";"Metser-arbeider";;"Gent"
18954;18896;"journaliere";"Dagloner";;"Gent"
18955;18897;"ouvrier macon";"Metser-arbeider";;"Gent"
18956;18898;"menagere";"Huisvrouw";;"Gent"
18957;18899;"journalier";"Dagloner";;"Gent"
18958;18900;"menuisier";"Timmerman";;"Gent"
18959;18901;"voiturier";"Voerman";;"Gent"
18960;18902;"fileur";"Spinner";;"Gent"
18961;18903;"journalier";"Dagloner";;"Gent"
18962;18904;"rattacheur";"Vastmaker";;"Gent"
18963;18905;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18964;18906;"tisserand";"Wever";;"Gent"
18965;18907;"forgeron";"Smid";;"Gent"
18966;18908;"tisserand";"Wever";;"Gent"
18967;18909;"debardeur";"Havenarbeider";;"Gent"
18968;18910;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18969;18911;"menagere";"Huisvrouw";;"Gent"
18970;18912;"ouvrier agricole";"Landbouwwerker";;"Gent"
18971;18913;"aide macon";"Metsershulp";;"Gent"
18972;18914;"debardeur";"Havenarbeider";;"Gent"
18973;18915;"ouvrier macon";"Metser-arbeider";;"Gent"
18974;18916;"journalier";"Dagloner";;"Gent"
18975;18917;"tisserand";"Wever";;"Gent"
18976;18918;"domestique";"Bediende";;"Gent"
18977;18919;"journalier";"Dagloner";;"Gent"
18978;18920;"journalier";"Dagloner";;"Gent"
18979;18921;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18980;18922;"journaliere";"Dagloner";;"Gent"
18981;18923;"journalier";"Dagloner";;"Gent"
18982;18924;"menagere";"Huisvrouw";;"Gent"
18983;18925;"ouvrier eigarier";"Werknemer in de sigarenmakerij";;"Gent"
18984;18927;"menuisier";"Timmerman";;"Gent"
18985;18928;"journalier";"Dagloner";;"Gent"
18986;18929;"passeur";"Veerman";;"Gent"
18987;18930;"cocher";"Voerman";;"Gent"
18988;18931;"vacher";"Koeherder";;"Gent"
18989;18932;"Commis Voyageur";"Reishulp";;"Gent"
18990;18933;"Fleuriste";"Bloemist";;"Gent"
18991;18934;"ouvrier macon";"Metser-arbeider";;"Gent"
18992;18935;"peintre";"Schilder";;"Gent"
18993;18936;"cultivateur";"Landbouwer";;"Gent"
18994;18937;"ouvrier agricole";"Landbouwwerker";;"Gent"
18995;18938;"cocher";"Voerman";;"Gent"
18996;18939;"ouvrier agricole";"Landbouwwerker";;"Gent"
18997;18940;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18998;18941;"ouvrier agricole";"Landbouwwerker";;"Gent"
18999;18942;"ouvrier plafonneur";"Arbeider-Stukadoor";;"Gent"
19000;18943;"ouvrier macon";"Metser-arbeider";;"Gent"
19001;18944;"ouvrier macon";"Metser-arbeider";;"Gent"
19002;18945;"chaisier";"Stoelenmaker";;"Gent"
19003;18946;"ouvrier macon";"Metser-arbeider";;"Gent"
