"Id_beroep";"Id_verb";"Beroep_letterlijk";"Beroep_vertaling";"Beroep_cat";"Gevangenis"
17650;17571;"Ouvrier macon";"Metser-arbeider";;"Gent"
17651;17572;"journalier";"Dagloner";;"Gent"
17652;17573;"menagere";"Huisvrouw";;"Gent"
17653;17575;"ouvrier macon";"Metser-arbeider";;"Gent"
17654;17576;"tisserand";"Wever";;"Gent"
17655;17577;"botelier";"Binneschipper";;"Gent"
17656;17578;"portefait";"Kruier";;"Gent"
17657;17582;"ourvrier peintre";"Arbeider-schilder";;"Gent"
17658;17583;"Colporteur";"Straatventer";;"Gent"
17659;17584;"Portefait";"Kruier";;"Gent"
17660;17585;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17661;17586;"foraine";"Kermiskramer";;"Gent"
17662;17587;"servante";"Dienstmeisje";;"Gent"
17663;17588;"Fileur";"Spinner";;"Gent"
17664;17589;"ouvrier cigairier";"Werknemer in de sigarenmakerij";;"Gent"
17665;17591;"ouvrier agricole";"Landbouwwerker";;"Gent"
17666;17592;"colparteur";"Straatventer";;"Gent"
17667;17593;"marchand de parapluies";"Handelaar in paraplus";;"Gent"
17668;17594;"chanteur ambulant";"Rondreizende zanger";;"Gent"
17669;17596;"ouvrier agricole";"Landbouwwerker";;"Gent"
17671;17597;"ouvrier agricole";"Landbouwwerker";;"Gent"
17672;17598;"machiniste";"Machinist";;"Gent"
17673;17599;"Journalier";"Dagloner";;"Gent"
17674;17600;"Joueur d'orgue";"Organist";;"Gent"
17675;17601;"cultivatrice";"Landbouwer";;"Gent"
17676;17602;"employe";"Werknemer";;"Gent"
17677;17603;"portefait";"Kruier";;"Gent"
17678;17604;"journalier";"Dagloner";;"Gent"
17679;17605;"ouvrier agricole";"Landbouwwerker";;"Gent"
17680;17606;"fouilleur";"Grafdelver";;"Gent"
17681;17607;"employe";"Werknemer";;"Gent"
17682;17608;"sellier";"Zadelmaker";;"Gent"
17683;17610;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17684;17612;"Macon";"Metser";;"Gent"
17685;17613;"garcon boucher";"Slagersknecht";;"Gent"
17686;17614;"charpentier";"Timmerman";;"Gent"
17687;17615;"garcon";"Ober";;"Gent"
17688;17616;"soldat";"Soldaat";;"Gent"
17689;17617;"ouvrier cigarier";"Werknemer in de sigarenmakerij";;"Gent"
17690;17618;"cordonnier";"Schoenmaker";;"Gent"
17691;17619;"journalier";"Dagloner";;"Gent"
17692;17620;"ouvrier macon";"Metser-arbeider";;"Gent"
17693;17621;"cordonnier";"Schoenmaker";;"Gent"
17694;17622;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17695;17623;"journalier";"Dagloner";;"Gent"
17696;17624;"cordonnier";"Schoenmaker";;"Gent"
17697;17625;"portefaix";"Kruier";;"Gent"
17698;17626;"marchant de cochons";"Handelaar in varkens";;"Gent"
17699;17627;"ouvrier macon";"Metser-arbeider";;"Gent"
17700;17628;"journalier";"Dagloner";;"Gent"
17701;17629;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17702;17631;"garcon boulanger";"Bakkersknecht";;"Gent"
17703;17632;"soldat";"Soldaat";;"Gent"
17704;17633;"journalier";"Dagloner";;"Gent"
17705;17636;"tonnelier";"Kuiper";;"Gent"
17706;17637;"Menagere";"Huisvrouw";;"Gent"
17708;17638;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17709;17639;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17710;17640;"Ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17711;17641;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
17712;17642;"Barbier";"Kapper";;"Gent"
17713;17643;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17714;17645;"Portefaix";"Kruier";;"Gent"
17715;17646;"colporteur";"Straatventer";;"Gent"
17716;17647;"journalier";"Dagloner";;"Gent"
17717;17648;"meunier";"Molenaar";;"Gent"
17718;17649;"tailleuse";"Kleermaakster";;"Gent"
17719;17650;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17721;17651;"chiffoniere";"Voddenman";;"Gent"
17722;17652;"journalier";"Dagloner";;"Gent"
17723;17653;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17724;17654;"fileur";"Spinner";;"Gent"
17725;17655;"ouvrier macon";"Metser-arbeider";;"Gent"
17726;17656;"Aide macon";"Metsershulp";;"Gent"
17727;17657;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17728;17658;"fenanciere";"Onbekend";;"Gent"
17729;17659;"cordonnier";"Schoenmaker";;"Gent"
17730;17660;"Cabaretier";"Herbergier";;"Gent"
17731;17661;"journalier";"Dagloner";;"Gent"
17732;17662;"tailleur de pierres";"Kleermaker";;"Gent"
17733;17663;"tailleur de pierre";"Kleermaker";;"Gent"
17734;17664;"terrassier";"Grondwerker";;"Gent"
17735;17665;"cocher";"Voerman";;"Gent"
17736;17666;"scieur de bois";"Houtzager";;"Gent"
17737;17667;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17738;17668;"journalier";"Dagloner";;"Gent"
17739;17669;"journaliere";"Dagloner";;"Gent"
17740;17670;"journaliere";"Dagloner";;"Gent"
17741;17671;"relieur";"Boekbinder";;"Gent"
17743;17672;"journalier";"Dagloner";;"Gent"
17744;17673;"chaudronnier";"Koperslager";;"Gent"
17745;17674;"tisserand";"Wever";;"Gent"
17747;17675;"berger";"Schaapsherder";;"Gent"
17748;17676;"ouvrier agricole";"Landbouwwerker";;"Gent"
17749;17677;"ouvrier macon";"Metser-arbeider";;"Gent"
17750;17678;"marchand de chiffons";"Handelaar in stoffen";;"Gent"
17751;17679;"portefaix";"Kruier";;"Gent"
17752;17680;"cocher";"Voerman";;"Gent"
17753;17681;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17754;17682;"econgueur";"Vlaszwingelaar";;"Gent"
17755;17683;"journalier";"Dagloner";;"Gent"
17756;17684;"debardeur";"Havenarbeider";;"Gent"
17757;17685;"colporteur";"Straatventer";;"Gent"
17758;17686;"journalier";"Dagloner";;"Gent"
17759;17687;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17760;17688;"ouvrier agricole";"Landbouwwerker";;"Gent"
17761;17689;"debardeur";"Havenarbeider";;"Gent"
17762;17690;"Pellier";"Bontwerker";;"Gent"
17764;17691;"journalier";"Dagloner";;"Gent"
17864;17789;"journalier";"Dagloner";;"Gent"
17865;17790;"journalier";"Dagloner";;"Gent"
17866;17791;"menagere";"Huisvrouw";;"Gent"
17867;17792;"journalier";"Dagloner";;"Gent"
17868;17792;"journalier";"Dagloner";;"Gent"
17869;17793;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17870;17794;"debarduer";"Havenarbeider";;"Gent"
17871;17795;"cocher";"Voerman";;"Gent"
17872;17796;"charpentier";"Timmerman";;"Gent"
17873;17797;"ebeniste";"Meubelmaker";;"Gent"
17874;17798;"menagere";"Huisvrouw";;"Gent"
17875;17799;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
17876;17800;"cabaretier";"Herbergier";;"Gent"
17877;17801;"prostituee";"Prostituee";;"Gent"
17878;17802;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17879;17803;"ouvrier plafonneur";"Arbeider-Stukadoor";;"Gent"
17880;17804;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17881;17805;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17882;17806;"ouvrier agricole";"Landbouwwerker";;"Gent"
17883;17807;"cordonnier";"Schoenmaker";;"Gent"
17884;17808;"journalier";"Dagloner";;"Gent"
17885;17809;"ouvrier macon";"Metser-arbeider";;"Gent"
17886;17810;"journalier";"Dagloner";;"Gent"
17887;17811;"ouvrier macon";"Metser-arbeider";;"Gent"
17888;17812;"voiturier";"Voerman";;"Gent"
17889;17813;"journalier";"Dagloner";;"Gent"
17890;17814;"tisserand";"Wever";;"Gent"
17891;17815;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17892;17816;"sabotier";"Klompenmaker";;"Gent"
17893;17817;"journalier";"Dagloner";;"Gent"
17894;17819;"journalier";"Dagloner";;"Gent"
17895;17820;"journaliere";"Dagloner";;"Gent"
17896;17821;"teinturier";"Verver";;"Gent"
17897;17822;"journaliere";"Dagloner";;"Gent"
17898;17823;"journalier";"Dagloner";;"Gent"
17899;17824;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17900;17826;"Charron";"Wagenmaker";;"Gent"
17901;17827;"colporteur";"Straatventer";;"Gent"
17902;17828;"Ouvrier peintre";"Arbeider-schilder";;"Gent"
17903;17829;"tailleur de pierres";"Kleermaker";;"Gent"
17905;17830;"journalier";"Dagloner";;"Gent"
17906;17831;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17907;17832;"mendiant";"Bedelaar";;"Gent"
17908;17833;"cocher";"Voerman";;"Gent"
17909;17834;"ouvrier";"Arbeider";;"Gent"
17910;17835;"ouvrier macon";"Metser-arbeider";;"Gent"
17911;17836;"cocher";"Voerman";;"Gent"
17912;17837;"menuisier";"Timmerman";;"Gent"
17913;17838;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17914;17839;"journalier";"Dagloner";;"Gent"
17915;17840;"journalier";"Dagloner";;"Gent"
17916;17841;"ouvrier menacon";"Metser-arbeider";;"Gent"
17917;17842;"ouvrier paveur";"Arbeider-straatlegger";;"Gent"
17918;17843;"journalier";"Dagloner";;"Gent"
17919;17844;"journaliere";"Dagloner";;"Gent"
17920;17845;"ouvrier publique";"Publiek arbeider";;"Gent"
17921;17846;"fileur";"Spinner";;"Gent"
17922;17847;"colporteur";"Straatventer";;"Gent"
17923;17848;"boulanger";"Bakker";;"Gent"
17924;17849;"aide macon";"Metsershulp";;"Gent"
17925;17850;"journalier";"Dagloner";;"Gent"
17926;17851;"chaudronnier";"Koperslager";;"Gent"
17927;17852;"ouvrier agricole";"Landbouwwerker";;"Gent"
17928;17853;"employe";"Werknemer";;"Gent"
17929;17854;"terrassier";"Grondwerker";;"Gent"
17930;17855;"journalier";"Dagloner";;"Gent"
17931;17856;"cultivateur";"Landbouwer";;"Gent"
17932;17857;"cultivateur";"Landbouwer";;"Gent"
17933;17858;"portefaix";"Kruier";;"Gent"
17934;17859;"brossier";"Borstelmaker";;"Gent"
17935;17860;"journalier";"Dagloner";;"Gent"
17936;17861;"ouvrier agricole";"Landbouwwerker";;"Gent"
17937;17862;"brassier";"Brouwer";;"Gent"
17938;17863;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
17939;17864;"ouvrier agricole";"Landbouwwerker";;"Gent"
17940;17865;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17941;17866;"tisserand";"Wever";;"Gent"
17942;17867;"journaliere";"Dagloner";;"Gent"
17943;17868;"journalier";"Dagloner";;"Gent"
17944;17869;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17945;17870;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
17946;17871;"ouvrier agricole";"Landbouwwerker";;"Gent"
17947;17872;"Cordonnier";"Schoenmaker";;"Gent"
17948;17873;"charpentier";"Timmerman";;"Gent"
17949;17874;"Domestique de ferme";"Landbouwhulp";;"Gent"
17950;17875;"journalier";"Dagloner";;"Gent"
17951;17877;"Cordonnier";"Schoenmaker";;"Gent"
17952;17878;"conoyeur";"Onbekend";;"Gent"
17953;17879;"menagere";"Huisvrouw";;"Gent"
17954;17880;"blanchisseur";"Wasvrouw";;"Gent"
17955;17881;"Tisserand";"Wever";;"Gent"
17956;17882;"ouvrier agricole";"Landbouwwerker";;"Gent"
17957;17883;"journalier";"Dagloner";;"Gent"
17958;17884;"journalier";"Dagloner";;"Gent"
17959;17885;"ouvrier agricole";"Landbouwwerker";;"Gent"
17960;17886;"portefaix";"Kruier";;"Gent"
17961;17887;"Marchand";"Handelaar";;"Gent"
17962;17888;"journalier";"Dagloner";;"Gent"
17963;17889;"journalier";"Dagloner";;"Gent"
17765;17692;"cordonnier";"Schoenmaker";;"Gent"
17766;17693;"journalier";"Dagloner";;"Gent"
17767;17694;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
17768;17695;"abbateur";"Slachter";;"Gent"
17769;17696;"colporteur";"Straatventer";;"Gent"
17770;17697;"ouvrier brassier";"Werknemer in de brouwerij";;"Gent"
17771;17699;"journalier";"Dagloner";;"Gent"
17772;17700;"ouvrier agricole";"Landbouwwerker";;"Gent"
17773;17701;"Boucher";"Slager";;"Gent"
17774;17702;"chanteuse ambulante";"Rondreizende zanger";;"Gent"
17775;17703;"ouvrier Macon";"Metser-arbeider";;"Gent"
17776;17704;"journalier";"Dagloner";;"Gent"
17777;17705;"ouvrier agricole";"Landbouwwerker";;"Gent"
17778;17706;"boulanger";"Bakker";;"Gent"
17779;17707;"tailleur";"Kleermaker";;"Gent"
17780;17708;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17781;17709;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17782;17710;"journalier";"Dagloner";;"Gent"
17783;17711;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
17784;17712;"journalier";"Dagloner";;"Gent"
17785;17713;"charretier";"Voerman";;"Gent"
17786;17714;"journalier";"Dagloner";;"Gent"
17787;17715;"tailleur de pierre";"Kleermaker";;"Gent"
17788;17716;"ouvrier agricole";"Landbouwwerker";;"Gent"
17789;17717;"Ecangueur";"Vlaszwingelaar";;"Gent"
17790;17718;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17791;17720;"journalier";"Dagloner";;"Gent"
17792;17722;"cordonnier";"Schoenmaker";;"Gent"
17793;17723;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17794;17724;"portefaix";"Kruier";;"Gent"
17795;17725;"ouvrier macon";"Metser-arbeider";;"Gent"
17796;17726;"marchand";"Handelaar";;"Gent"
17797;17727;"journalier";"Dagloner";;"Gent"
17798;17728;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17799;17729;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17800;17730;"menagere";"Huisvrouw";;"Gent"
17801;17731;"ouvrier agricole";"Landbouwwerker";;"Gent"
17802;17732;"journalier";"Dagloner";;"Gent"
17803;17733;"ouvrier tailleur";"Werknemer in de kleermakerij";;"Gent"
17804;17734;"ecangueur";"Vlaszwingelaar";;"Gent"
17805;17735;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
17807;17736;"journalier";"Dagloner";;"Gent"
17808;17737;"cabaratiere";"Herbergier";;"Gent"
17809;17738;"journalier";"Dagloner";;"Gent"
17810;17739;"Couturiere";"Naaister";;"Gent"
17811;17740;"journaliere";"Dagloner";;"Gent"
17812;17741;"menuisier";"Timmerman";;"Gent"
17813;17742;"ouvrier agricole";"Landbouwwerker";;"Gent"
17814;17743;"portefaix";"Kruier";;"Gent"
17816;17745;"journalier";"Dagloner";;"Gent"
17817;17746;"ouvrier macon";"Metser-arbeider";;"Gent"
17819;17747;"soldat";"Soldaat";;"Gent"
17820;17748;"ecangueur";"Vlaszwingelaar";;"Gent"
17823;17749;"chanteur ambulant";"Rondreizende zanger";;"Gent"
17824;17750;"cultivateur";"Landbouwer";;"Gent"
17825;17751;"journalier";"Dagloner";;"Gent"
17826;17752;"ebeniste";"Meubelmaker";;"Gent"
17827;17753;"colporteur";"Straatventer";;"Gent"
17828;17754;"Tailleur";"Kleermaker";;"Gent"
17829;17755;"journalier";"Dagloner";;"Gent"
17830;17756;"ouvrier de fabrique";"Fabrieksarbeider";;"Gent"
17831;17757;"terrassier";"Grondwerker";;"Gent"
17832;17758;"aide botelier";"Binnenschippershulp";;"Gent"
17833;17759;"voiturier";"Voerman";;"Gent"
17834;17760;"musicien";"Muzikant";;"Gent"
17835;17761;"ouvrier macon";"Metser-arbeider";;"Gent"
17836;17762;"soldat";"Soldaat";;"Gent"
17837;17763;"ouvrier macon";"Metser-arbeider";;"Gent"
17838;17764;"charpentier";"Timmerman";;"Gent"
17839;17765;"portefaix";"Kruier";;"Gent"
17841;17766;"ouvrier agricole";"Landbouwwerker";;"Gent"
17842;17767;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17843;17768;"cocher";"Voerman";;"Gent"
17844;17769;"journalier";"Dagloner";;"Gent"
17845;17770;"Briqueteur";"Steenbakker";;"Gent"
17846;17771;"journalier";"Dagloner";;"Gent"
17847;17772;"journalier";"Dagloner";;"Gent"
17848;17773;"mendiant";"Bedelaar";;"Gent"
17849;17775;"musicien ambulant";"Rondtrekkend muzikant";;"Gent"
17850;17776;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17851;17777;"cocher";"Voerman";;"Gent"
17852;17778;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
17853;17779;"ouvriere fabrique";"Fabrieksarbeidster";;"Gent"
17854;17780;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17855;17781;"journalier";"Dagloner";;"Gent"
17856;17782;"terrassier";"Grondwerker";;"Gent"
17857;17783;"journalier";"Dagloner";;"Gent"
17858;17783;"Journalier";"Dagloner";;"Gent"
17859;17784;"macon";"Metser";;"Gent"
17860;17785;"cabaretier";"Herbergier";;"Gent"
17861;17786;"tisserand";"Wever";;"Gent"
17862;17787;"blanchisseur";"Wasvrouw";;"Gent"
17863;17788;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17964;17890;"plafonneur";"Stukadoor";;"Gent"
17965;17891;"couturiere";"Naaister";;"Gent"
17966;17892;"cordonnier";"Schoenmaker";;"Gent"
17967;17893;"ouvrier cigarier";"Werknemer in de sigarenmakerij";;"Gent"
17968;17894;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17969;17895;"cocher";"Voerman";;"Gent"
17970;17896;"briquettier";"Steenbakker";;"Gent"
17971;17897;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17972;17898;"voiturier";"Voerman";;"Gent"
17973;17899;"journalier";"Dagloner";;"Gent"
17974;17900;"ouvrier macon";"Metser-arbeider";;"Gent"
17975;17901;"cocher";"Voerman";;"Gent"
17976;17902;"aide macon";"Metsershulp";;"Gent"
17977;17903;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17978;17904;"journalier";"Dagloner";;"Gent"
17979;17905;"colporteur";"Straatventer";;"Gent"
17980;17906;"Batelier";"Binnenschipper";;"Gent"
17981;17907;"mecanicien";"Mekanieker";;"Gent"
17982;17908;"menagere";"Huisvrouw";;"Gent"
17983;17909;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
17984;17910;"blanchisseur";"Wasvrouw";;"Gent"
17985;17911;"menagere";"Huisvrouw";;"Gent"
17986;17912;"employe";"Werknemer";;"Gent"
17987;17913;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
17988;17914;"ouvrier botelier";"Arbeider-binnenschipper";;"Gent"
17989;17915;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
17990;17916;"journalier";"Dagloner";;"Gent"
17991;17917;"journalier";"Dagloner";;"Gent"
17992;17918;"ouvrier macon";"Metser-arbeider";;"Gent"
17993;17919;"journaliere";"Dagloner";;"Gent"
17994;17920;"ouvrier peintre";"Arbeider-schilder";;"Gent"
17995;17921;"ouvrier tailleur";"Werknemer in de kleermakerij";;"Gent"
17996;17922;"colporteur";"Straatventer";;"Gent"
17997;17923;"journalier";"Dagloner";;"Gent"
17998;17924;"journalier";"Dagloner";;"Gent"
17999;17925;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18000;17926;"commissionaire";"Bode";;"Gent"
18001;17927;"journaliere";"Dagloner";;"Gent"
18002;17928;"cocher";"Voerman";;"Gent"
18003;17929;"ouvrier agricole";"Landbouwwerker";;"Gent"
18004;17930;"ouvrier agricole";"Landbouwwerker";;"Gent"
18005;17931;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18006;17932;"ouvrier macon";"Metser-arbeider";;"Gent"
18007;17933;"chaisier";"Stoelenmaker";;"Gent"
18008;17934;"ouvrier macon";"Metser-arbeider";;"Gent"
18009;17935;"cordonnier";"Schoenmaker";;"Gent"
18010;17936;"cocher";"Voerman";;"Gent"
18011;17937;"journalier";"Dagloner";;"Gent"
18012;17938;"Ardoissier";"Leisteenbewerker";;"Gent"
18013;17939;"aide macon";"Metsershulp";;"Gent"
18014;17940;"ouvrier agricole";"Landbouwwerker";;"Gent"
18015;17941;"journalier";"Dagloner";;"Gent"
18016;17942;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18017;17943;"domestique";"Bediende";;"Gent"
18018;17944;"ouvrier agricole";"Landbouwwerker";;"Gent"
18019;17945;"ouvrier agricole";"Landbouwwerker";;"Gent"
18020;17946;"journalier";"Dagloner";;"Gent"
18021;17947;"botelier";"Binneschipper";;"Gent"
18022;17948;"cocher";"Voerman";;"Gent"
18023;17949;"journalier";"Dagloner";;"Gent"
18024;17950;"vaniseur";"Breier";;"Gent"
18025;17951;"botelier";"Binneschipper";;"Gent"
18026;17952;"cocher";"Voerman";;"Gent"
18027;17953;"commissionaire";"Bode";;"Gent"
18028;17954;"jardinier";"Tuinman";;"Gent"
18029;17955;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18030;17956;"ouvrier agricole";"Landbouwwerker";;"Gent"
18031;17957;"aide macon";"Metsershulp";;"Gent"
18032;17958;"patissier";"Patissier";;"Gent"
18033;17959;"journalier";"Dagloner";;"Gent"
18034;17960;"charpentier";"Timmerman";;"Gent"
18035;17961;"tisserand";"Wever";;"Gent"
18036;17962;"prostituee";"Prostituee";;"Gent"
18037;17963;"journalier";"Dagloner";;"Gent"
18038;17964;"cocher";"Voerman";;"Gent"
18039;17965;"ouvrier agricole";"Landbouwwerker";;"Gent"
18040;17966;"ouvrier macon";"Metser-arbeider";;"Gent"
18041;17967;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18042;17968;"cordonnier";"Schoenmaker";;"Gent"
18043;17969;"tisserand";"Wever";;"Gent"
18044;17970;"rempailleur de chaises";"Stoelenmatter";;"Gent"
18045;17971;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18046;17972;"ouvrier ferme";"Landbouwwerker";;"Gent"
18047;17973;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
18048;17974;"ouvrier ferme";"Landbouwwerker";;"Gent"
18049;17975;"prostituee";"Prostituee";;"Gent"
18050;17976;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18051;17977;"menuisier";"Timmerman";;"Gent"
18052;17978;"terrassier";"Grondwerker";;"Gent"
18053;17979;"journalier";"Dagloner";;"Gent"
18054;17980;"ouvrier d'agricole";"Landbouwwerker";;"Gent"
18055;17981;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18056;17982;"portefaix";"Kruier";;"Gent"
18057;17983;"journalier";"Dagloner";;"Gent"
18058;17984;"voiturier";"Voerman";;"Gent"
18059;17985;"tisserand";"Wever";;"Gent"
18060;17986;"tisserand";"Wever";;"Gent"
18061;17987;"garcon brasseur";"Brouwersknecht";;"Gent"
18062;17988;"Journalier";"Dagloner";;"Gent"
18063;17989;"aide macon";"Metsershulp";;"Gent"
18064;17990;"colporteur";"Straatventer";;"Gent"
18066;17991;"journalier";"Dagloner";;"Gent"
18067;17992;"cultivateur";"Landbouwer";;"Gent"
18068;17994;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18069;17995;"journalier";"Dagloner";;"Gent"
18070;17997;"ouvriere fabrique";"Fabrieksarbeidster";;"Gent"
18071;17998;"ouvrier agricole";"Landbouwwerker";;"Gent"
18072;17999;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18073;18000;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18074;18001;"marchand";"Handelaar";;"Gent"
18075;18002;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18076;18003;"boulanger";"Bakker";;"Gent"
18077;18005;"menagere";"Huisvrouw";;"Gent"
18078;18006;"tisseraud";"Wever";;"Gent"
18079;18007;"journaliere";"Dagloner";;"Gent"
18080;18008;"colporteur";"Straatventer";;"Gent"
18081;18009;"journalier";"Dagloner";;"Gent"
18082;18010;"journalier";"Dagloner";;"Gent"
18083;18011;"ouvrier agricole";"Landbouwwerker";;"Gent"
18084;18012;"debardeur";"Havenarbeider";;"Gent"
18085;18004;"debardeur";"Havenarbeider";;"Gent"
18086;18013;"journalier";"Dagloner";;"Gent"
18087;18014;"ouvrier agricole";"Landbouwwerker";;"Gent"
18088;18015;"journalier";"Dagloner";;"Gent"
18089;18016;"journalier";"Dagloner";;"Gent"
18090;18017;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
18091;18018;"marchand de volailles";"Handelaar in gevogelte";;"Gent"
18092;18019;"journalier";"Dagloner";;"Gent"
18093;18020;"tisserand";"Wever";;"Gent"
18094;18021;"journalier";"Dagloner";;"Gent"
18095;18022;"ouvrier agricole";"Landbouwwerker";;"Gent"
18096;18023;"journaliere";"Dagloner";;"Gent"
18097;18024;"Ouvrier agricole";"Landbouwwerker";;"Gent"
18098;18025;"scieur";"Houtzager";;"Gent"
18099;18026;"sabotier";"Klompenmaker";;"Gent"
18100;18027;"journalier";"Dagloner";;"Gent"
18101;18028;"Cabaratiere";"Herbergier";;"Gent"
18102;18029;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18103;18030;"Cordonnier";"Schoenmaker";;"Gent"
18104;18031;"ouvrier agricole";"Landbouwwerker";;"Gent"
18105;18032;"ouvrier menuisier";"Arbeider in de schrijnwerkerij";;"Gent"
18106;18033;"marchand de parapluies";"Handelaar in paraplus";;"Gent"
18107;18034;"journalier";"Dagloner";;"Gent"
18108;18035;"tailleur";"Kleermaker";;"Gent"
18109;18036;"briquetier";"Steenbakker";;"Gent"
18110;18037;"ouvrier";"Arbeider";;"Gent"
18111;18038;"ouvrier";"Arbeider";;"Gent"
18112;18039;"ouvrier";"Arbeider";;"Gent"
18113;18040;"menagere";"Huisvrouw";;"Gent"
18114;18041;"journalier";"Dagloner";;"Gent"
18115;18042;"debardeur";"Havenarbeider";;"Gent"
18116;18043;"debardeur";"Havenarbeider";;"Gent"
18117;18044;"journalier";"Dagloner";;"Gent"
18118;18045;"ouvrier macon";"Metser-arbeider";;"Gent"
18119;18046;"ouvrier agricole";"Landbouwwerker";;"Gent"
18120;18047;"tisserand";"Wever";;"Gent"
18121;18048;"journalier";"Dagloner";;"Gent"
18122;18049;"tisserand";"Wever";;"Gent"
18123;18050;"ouvrier fabrique";"Fabrieksarbeider";;"Gent"
18124;18051;"ouvrier macon";"Metser-arbeider";;"Gent"
18125;18052;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18126;18053;"ouvrier forgeron";"Arbeider in de smederij";;"Gent"
18127;18054;"debardeur";"Havenarbeider";;"Gent"
18128;18055;"ouvrier brasseur";"Werknemer in de brouwerij";;"Gent"
18129;18056;"journalier";"Dagloner";;"Gent"
18130;18057;"journalier";"Dagloner";;"Gent"
18131;18058;"journalier";"Dagloner";;"Gent"
18132;18059;"debardeur";"Havenarbeider";;"Gent"
18133;18060;"ouvrier peintre";"Arbeider-schilder";;"Gent"
18134;18061;"ouvrier voiturier";"Arbeider-voerman";;"Gent"
18135;18062;"ouvrier macon";"Metser-arbeider";;"Gent"
18136;18063;"marchand";"Handelaar";;"Gent"
18137;18065;"ouvrier agricole";"Landbouwwerker";;"Gent"
18138;18066;"journalier";"Dagloner";;"Gent"
18139;18067;"equarisseur";"Slachter";;"Gent"
18140;18068;"journaliere";"Dagloner";;"Gent"
18141;18069;"ouvrier agricole";"Landbouwwerker";;"Gent"
18142;18070;"ouvrier agricole";"Landbouwwerker";;"Gent"
18143;18071;"journalier";"Dagloner";;"Gent"
18144;18072;"journalier";"Dagloner";;"Gent"
18145;18073;"ouvrier paveur";"Arbeider-straatlegger";;"Gent"
