"Id_geboorteplaats";"Id_verbl";"Plaatsnaam_letterlijk";"Plaatsnaam_vertaling";"Gevangenis"
24940;24999;"Gand";"Gent";"Gent"
24941;25000;"Gand";"Gent";"Gent"
24942;25001;"Laethem St. Martin";"Sint-Martens-Latem";"Gent"
24943;25002;"Gand";"Gent";"Gent"
24944;25003;"Somergem";"Zomergem";"Gent"
24945;25004;"Oostacker";"Oostakker";"Gent"
24946;25005;"Bellem";"Bellem";"Gent"
24947;25006;"Ledeberg";"Ledeberg";"Gent"
24948;25007;"Vynckt";"Vinkt";"Gent"
24949;25008;"Mygem";"Meigem";"Gent"
24950;25009;"Meygem";"Meigem";"Gent"
24951;25010;"Meygem";"Meigem";"Gent"
24952;25011;"Gand";"Gent";"Gent"
24953;25012;"Deynze";"Deinze";"Gent"
24954;25013;"Gand";"Gent";"Gent"
24955;25014;"Gand";"Gent";"Gent"
24956;25015;"Gand";"Gent";"Gent"
24957;25016;"Letterhautem";"Letterhoutem";"Gent"
24958;25017;"Gand";"Gent";"Gent"
24959;25018;"Strombeek";"Strombeek";"Gent"
24960;25019;"Plassendaele";"Passendale";"Gent"
24961;25020;"Mygem";"Meigem";"Gent"
24962;25021;"Ledeberg";"Ledeberg";"Gent"
24963;25022;"Meerendre";"Merendree";"Gent"
24964;25023;"Oostacker";"Oostakker";"Gent"
24965;25024;"Gand";"Gent";"Gent"
24966;25025;"Gand";"Gent";"Gent"
24967;25026;"Cruyshautem";"Kruishoutem";"Gent"
24968;25027;"Ursel";"Ursel";"Gent"
24969;25028;"Heusden";"Heusden";"Gent"
24970;25029;"Kneselaere";"Knesselare";"Gent"
24971;25030;"Deynze";"Deinze";"Gent"
24972;25031;"Roubaix";"Frankrijk";"Gent"
24973;25032;"Gand";"Gent";"Gent"
24974;25033;"Lootenhulle";"Lotenhulle";"Gent"
24975;25034;"Gand";"Gent";"Gent"
24976;25035;"Austruwel";"Oosterweel";"Gent"
24977;25036;"Gand";"Gent";"Gent"
24978;25037;"Gand";"Gent";"Gent"
24979;25038;"Gand";"Gent";"Gent"
24980;25039;"Gand";"Gent";"Gent"
24981;25040;"Bellem";"Bellem";"Gent"
24982;25041;"Bellem";"Bellem";"Gent"
24983;25042;"Gand";"Gent";"Gent"
24984;25043;"Leupeghem";"Leupegem";"Gent"
24985;25044;"Gand";"Gent";"Gent"
24986;25045;"Aellewyn (Fr.)";"Frankrijk";"Gent"
24987;25046;"Gand";"Gent";"Gent"
24988;25047;"Gand";"Gent";"Gent"
24989;25048;"Evergem";"Evergem";"Gent"
24990;25049;"Grammont";"Geraardsbergen";"Gent"
24991;25050;"Somergem";"Zomergem";"Gent"
24992;25051;"Mont St. Amand";"Sint-Amandsberg";"Gent"
24993;25052;"Lembeke";"Lembeke";"Gent"
24994;25053;"Tessenderloo";"Tessenderloo";"Gent"
24995;25054;"Gand";"Gent";"Gent"
24996;25055;"Gand";"Gent";"Gent"
24997;25056;"Gand";"Gent";"Gent"
24998;25057;"Bellem";"Bellem";"Gent"
24999;25058;"Gand";"Gent";"Gent"
25000;25059;"Bruxelles";"Brussel";"Gent"
25001;25060;"Lootenhulle";"Lotenhulle";"Gent"
25002;25061;"Astene";"Astene";"Gent"
25003;25062;"Yzendyke (Nl)";"Nederland";"Gent"
25004;25063;"Gand";"Gent";"Gent"
25005;25064;"Destelbergen";"Destelbergen";"Gent"
25006;25065;"Gand";"Gent";"Gent"
25007;25066;"Nazareth";"Nazareth";"Gent"
25008;25067;"Loochristy";"Lochristi";"Gent"
25009;25068;"Knesselaere";"Knesselare";"Gent"
25010;25069;"Gand";"Gent";"Gent"
25011;25070;"Gand";"Gent";"Gent"
25012;25071;"Gand";"Gent";"Gent"
25013;25072;"Gand";"Gent";"Gent"
25014;25073;"Bottelaere";"Bottelare";"Gent"
25015;25074;"Zeveren";"Zeveren";"Gent"
25016;25075;"Gand";"Gent";"Gent"
25017;25076;"Mont St. Amand";"Sint-Amandsberg";"Gent"
25018;25077;"Gand";"Gent";"Gent"
25019;25078;"Gand";"Gent";"Gent"
25020;25079;"Poperinghe";"Poperinge";"Gent"
25021;25080;"Anvers";"Antwerpen";"Gent"
25022;25081;"Eecloo";"Eeklo";"Gent"
25023;25082;"Gand";"Gent";"Gent"
25024;25083;"Ruysselede";"Ruiselede";"Gent"
25025;25084;"Gand";"Gent";"Gent"
25026;25085;"Gand";"Gent";"Gent"
25027;25086;"Gand";"Gent";"Gent"
25028;25087;"Lambermont";"Lambermont";"Gent"
25029;25088;"Laerne";"Laarne";"Gent"
25030;25089;"Gand";"Gent";"Gent"
25031;25090;"Swynaerde";"Zwijnaarde";"Gent"
25032;25091;"Maeter";"Mater";"Gent"
25033;25092;"Hoeringhe";"Duitsland";"Gent"
25034;25093;"Destelbergen";"Destelbergen";"Gent"
25035;25094;"Houthove";"Houtave";"Gent"
25036;25095;"Deynze";"Deinze";"Gent"
25037;25096;"Gand";"Gent";"Gent"
25038;25097;"Lovendegem";"Lovendegem";"Gent"
25039;25098;"Gand";"Gent";"Gent"
25040;25099;"Berlaere";"Berlare";"Gent"
25041;25100;"Lovendegem";"Lovendegem";"Gent"
25042;25101;"Westrem St. Denis";"Sint-Denijs-Westrem";"Gent"
25043;25102;"Landscauter";"Landskouter";"Gent"
25044;25103;"Evergem";"Evergem";"Gent"
25045;25104;"Gand";"Gent";"Gent"
25046;25105;"Gand";"Gent";"Gent"
25047;25106;"Lembeek";"Lembeek";"Gent"
25048;25107;"Gand";"Gent";"Gent"
25049;25108;"Courtrai";"Kortrijk";"Gent"
25050;25109;"Beveren";"Beveren";"Gent"
25051;25110;"Peteghem";"Petegem (Deinze)";"Gent"
25052;25111;"Gand";"Gent";"Gent"
25053;25112;"Bellem";"Bellem";"Gent"
25054;25113;"Gand";"Gent";"Gent"
25055;25114;"Meerendre";"Merendree";"Gent"
25056;25115;"Gand";"Gent";"Gent"
25057;25116;"Loochristy";"Lochristi";"Gent"
25058;25117;"Peluy";"Feluy";"Gent"
25059;25118;"Gand";"Gent";"Gent"
25060;25119;"Middelburg";"Nederland";"Gent"
25061;25120;"Wercken";"Werken";"Gent"
25062;25121;"Gand";"Gent";"Gent"
25063;25122;"Loo-christy";"Lochristi";"Gent"
25064;25123;"Gand";"Gent";"Gent"
25065;25124;"Gand";"Gent";"Gent"
25066;25125;"Eschen";"Esen";"Gent"
25067;25126;"Termonde";"Dendermonde";"Gent"
25068;25127;"Oost-Eecloo";"Oosteeklo";"Gent"
25069;25128;"Meygem";"Meigem";"Gent"
25070;25129;"Oosterzeele";"Oosterzele";"Gent"
25071;25130;"Ursel";"Ursel";"Gent"
25072;25131;"Destelbergen";"Destelbergen";"Gent"
25073;25132;"Lovendegem";"Lovendegem";"Gent"
25074;25133;"Gand";"Gent";"Gent"
25075;25134;"Gand";"Gent";"Gent"
25076;25135;"Maldeghem";"Maldegem";"Gent"
25077;25136;"Gand";"Gent";"Gent"
25078;25137;"Liege";"Luik";"Gent"
25079;25138;"Lille";"Frankrijk";"Gent"
25080;25139;"Baelegem";"Balegem";"Gent"
25081;25140;"Marcineelle";"Marcinelle";"Gent"
25082;25141;"Gand";"Gent";"Gent"
25083;25142;"knesselaere";"Knesselare";"Gent"
25084;25143;"Maldeghem";"Maldegem";"Gent"
25085;25144;"Gand";"Gent";"Gent"
25086;25145;"Gand";"Gent";"Gent"
25087;25146;"Gand";"Gent";"Gent"
25088;25147;"Sleydinge";"Sleidinge";"Gent"
25089;25148;"Gand";"Gent";"Gent"
25090;25149;"Lootenhulle";"Lotenhulle";"Gent"
25091;25150;"Gand";"Gent";"Gent"
25092;25151;"Gand";"Gent";"Gent"
25093;25152;"Philippine (Nl)";"Nederland";"Gent"
25094;25153;"Oost-Eecloo";"Oosteeklo";"Gent"
25095;25154;"Oost-Eecloo";"Oosteeklo";"Gent"
25096;25155;"Rooborst";"Rooborst";"Gent"
25097;25156;"Gand";"Gent";"Gent"
25098;25157;"Ostende";"Oostende";"Gent"
25099;25158;"St. Nicolas";"Sint-Niklaas";"Gent"
25100;25159;"Gand";"Gent";"Gent"
25101;25160;"Severghem";"Zevergem";"Gent"
25102;25161;"Huysse";"Huise";"Gent"
25103;25162;"Gand";"Gent";"Gent"
25104;25163;"Maldegem";"Maldegem";"Gent"
25105;25164;"Oudeman";"Waterland-Oudeman";"Gent"
25106;25165;"Gand";"Gent";"Gent"
25107;25166;"Gand";"Gent";"Gent"
25108;25167;"Vinderhaute";"Vinderhoute";"Gent"
25109;25168;"Gand";"Gent";"Gent"
25110;25169;"Gand";"Gent";"Gent"
25111;25170;"Ruysselede";"Ruiselede";"Gent"
25112;25171;"Bachte Maria Leerne";"Bachte-Maria-Leerne";"Gent"
25113;25172;"Swynaerde";"Zwijnaarde";"Gent"
25114;25173;"Liege";"Luik";"Gent"
25115;25174;"Gand";"Gent";"Gent"
25116;25175;"Hulst";"Hulste";"Gent"
25117;25176;"Bruges";"Brugge";"Gent"
25118;25177;"Courtrai";"Kortrijk";"Gent"
25119;25178;"Courtrai";"Kortrijk";"Gent"
25120;25179;"Lembeke";"Lembeke";"Gent"
25121;25180;"Courtrai";"Kortrijk";"Gent"
25122;25181;"Neuve eglise";"Nieuwkerke";"Gent"
25123;25182;"Selsteren (Nl)";"Nederland";"Gent"
25124;25183;"Gand";"Gent";"Gent"
25125;25184;"Ursel";"Ursel";"Gent"
25126;25185;"Knesselaere";"Knesselare";"Gent"
25127;25186;"Heurne";"Nederland";"Gent"
25128;25187;"Destelbergen";"Destelbergen";"Gent"
25129;25188;"Ertvelde";"Ertvelde";"Gent"
25130;25189;"Meirelbeke";"Merelbeke";"Gent"
25131;25190;"Eecke";"Eke";"Gent"
25132;25191;"Gand";"Gent";"Gent"
25133;25192;"Gand";"Gent";"Gent"
25134;25193;"Alost";"Aalst";"Gent"
25135;25194;"Escanaffles (Hainaut)";"Escanaffles";"Gent"
25136;25195;"Gand";"Gent";"Gent"
25137;25196;"Synghem";"Zingem";"Gent"
25138;25197;"Westdorp (Nl)";"Nederland";"Gent"
25139;25198;"Maldeghem";"Maldegem";"Gent"
25140;25199;"Gand";"Gent";"Gent"
25141;25200;"Baerghem";"Baardegem";"Gent"
25142;25201;"Maldeghem";"Maldegem";"Gent"
25143;25202;"Huysse";"Huise";"Gent"
25144;25203;"Gand";"Gent";"Gent"
25145;25204;"Gand";"Gent";"Gent"
25146;25205;"Eecaussines";"Ecaussinnes";"Gent"
25147;25206;"Lootenhulle";"Lotenhulle";"Gent"
25148;25207;"Lille";"Frankrijk";"Gent"
25149;25208;"Gentbrugge";"Gentbrugge";"Gent"
25150;25209;"Lebeke";"Lebeke";"Gent"
25151;25210;"Gand";"Gent";"Gent"
25152;25211;"Huysse";"Huise";"Gent"
25153;25213;"Eecloo";"Eeklo";"Gent"
25154;25214;"Gand";"Gent";"Gent"
25155;25215;"Elsegem";"Elsegem";"Gent"
25156;25216;"Gand";"Gent";"Gent"
25157;25217;"Gand";"Gent";"Gent"
25158;25218;"Gheluwe";"Geluwe";"Gent"
25159;25219;"Gand";"Gent";"Gent"
25160;25220;"Malines";"Mechelen";"Gent"
25161;25221;"Geysberghe";"Nederland";"Gent"
25162;25222;"Heule";"Heule";"Gent"
25163;25223;"Cruyshautem";"Kruishoutem";"Gent"
25164;25224;"Eecloo";"Eeklo";"Gent"
25165;25225;"Eecloo";"Eeklo";"Gent"
25166;25226;"Dadizeele";"Dadizele";"Gent"
25167;25227;"Gand";"Gent";"Gent"
25168;25228;"Gand";"Gent";"Gent"
25169;25229;"Gand";"Gent";"Gent"
25170;25230;"Bruges";"Brugge";"Gent"
25171;25231;"Gand";"Gent";"Gent"
25172;25232;"Renaix";"Ronse";"Gent"
25173;25233;"Bruges";"Brugge";"Gent"
25174;25234;"Deynze";"Deinze";"Gent"
25175;25235;"Vliezeele";"Vlierzele";"Gent"
25176;25236;"Willebringen";"Willebringen";"Gent"
25177;25237;"Gand";"Gent";"Gent"
25178;25238;"Eecloo";"Eeklo";"Gent"
25179;25239;"Gand";"Gent";"Gent"
25180;25240;"Gand";"Gent";"Gent"
25181;25241;"Waerschoot";"Waarschoot";"Gent"
25182;25242;"Ursel";"Ursel";"Gent"
25183;25243;"Anvers";"Antwerpen";"Gent"
25184;25244;"Bottelaere";"Bottelare";"Gent"
25185;25245;"Grammont";"Geraardsbergen";"Gent"
25186;25246;"Roulers";"Roeselare";"Gent"
25187;25247;"Schoorisse";"Schorisse";"Gent"
25188;25248;"Gand";"Gent";"Gent"
25189;25249;"Gand";"Gent";"Gent"
25190;25250;"Gand";"Gent";"Gent"
25191;25251;"Gand";"Gent";"Gent"
25192;25252;"Cruyshautem";"Kruishoutem";"Gent"
25193;25253;"Gand";"Gent";"Gent"
25194;25254;"Gand";"Gent";"Gent"
25195;25255;"Eecke";"Eke";"Gent"
25196;25257;"Ledeberg";"Ledeberg";"Gent"
25197;25258;"Aeltre";"Aalter";"Gent"
25198;25259;"Mont St. Amand";"Sint-Amandsberg";"Gent"
25199;25260;"Ledeberg";"Ledeberg";"Gent"
25200;25261;"Cluizen";"Kluizen";"Gent"
25201;25262;"Gand";"Gent";"Gent"
25202;25263;"Gand";"Gent";"Gent"
25203;25264;"Ledeberg";"Ledeberg";"Gent"
25204;25265;"Asper";"Asper";"Gent"
25205;25266;"Ballegem";"Balegem";"Gent"
25206;25267;"Bruges";"Brugge";"Gent"
25207;25268;"Gand";"Gent";"Gent"
25208;25269;"Gand";"Gent";"Gent"
25209;25270;"Gand";"Gent";"Gent"
25210;25271;"Petegem";"Petegem (Deinze)";"Gent"
25211;25272;"Leerne St. Martin";"Sint Martens-Leerne";"Gent"
25212;25273;"Destelbergen";"Destelbergen";"Gent"
25213;25274;"Peluy";"Feluy";"Gent"
25214;25275;"Ronsele";"Ronsele";"Gent"
25215;25276;"Loo-Christy";"Lochristi";"Gent"
25216;25277;"Oostacker";"Oostakker";"Gent"
25217;25278;"Lokeren";"Lokeren";"Gent"
25218;25279;"Cluysen";"Kluizen";"Gent"
25219;25280;"Bruges";"Brugge";"Gent"
25220;25281;"Gand";"Gent";"Gent"
25221;25282;"Gentbrugge";"Gentbrugge";"Gent"
25222;25283;"Gand";"Gent";"Gent"
25223;25284;"Gand";"Gent";"Gent"
25224;25285;"Gand";"Gent";"Gent"
25225;25286;"Gand";"Gent";"Gent"
25226;25287;"Saffelaere";"Zaffelare";"Gent"
25227;25288;"Meirelbeke";"Merelbeke";"Gent"
25228;25289;"Gand";"Gent";"Gent"
25229;25290;"Deynze";"Deinze";"Gent"
25230;25291;"Gand";"Gent";"Gent"
25231;25292;"Poesele";"Poesele";"Gent"
25232;25293;"Bellem";"Bellem";"Gent"
25233;25294;"Ruysselede";"Ruiselede";"Gent"
25234;25295;"Bruges";"Brugge";"Gent"
25235;25296;"Gand";"Gent";"Gent"
25236;25297;"Ledeberg";"Ledeberg";"Gent"
25237;25298;"Bellem";"Bellem";"Gent"
25238;25299;"Knesselaere";"Knesselare";"Gent"
25239;25300;"Evergem";"Evergem";"Gent"
25240;25301;"Oostacker";"Oostakker";"Gent"
25241;25302;"Nazareth";"Nazareth";"Gent"
25242;25303;"Maldeghem";"Maldegem";"Gent"
25243;25304;"Gand";"Gent";"Gent"
25244;25305;"Asper";"Asper";"Gent"
25245;25306;"Oostacker";"Oostakker";"Gent"
25246;25307;"Asper";"Asper";"Gent"
25247;25308;"Destelbergen";"Destelbergen";"Gent"
25248;25309;"Destelbergen";"Destelbergen";"Gent"
25249;25310;"Gand";"Gent";"Gent"
25250;25311;"Gand";"Gent";"Gent"
25251;25312;"Gand";"Gent";"Gent"
25252;17956;"Overmeire";"Overmere";"Gent"
25253;17991;"Roubaix";"Frankrijk";"Gent"
25254;18058;"Watervliet";"Watervliet";"Gent"
25255;18110;"Molenbaix";"Molenbaix";"Gent"
25256;18154;;"Ruiselede";"Gent"
25257;18322;"Munckzwalm";"Munkzwalm";"Gent"
25258;18389;"Swolle (Hollande)";"Nederland";"Gent"
25825;25888;;"Gent";"Gent"
25826;25889;;"Harelbeke";"Gent"
25827;25890;;"Harelbeke";"Gent"
25828;25891;;"Harelbeke";"Gent"
25829;25892;;"Gent";"Gent"
25830;25893;;"Ledeberg";"Gent"
25831;25894;;"Oudenaarde";"Gent"
25832;25895;;"Gent";"Gent"
25833;25896;;"Aalter";"Gent"
25834;25897;;"Brugge";"Gent"
25835;25898;;"Gent";"Gent"
25836;25899;;"Lovendegem";"Gent"
25837;25900;;"Sint-Niklaas";"Gent"
25838;25901;;"Knesselare";"Gent"
25839;25902;;"Hansbeke";"Gent"
25840;25903;;"Brussel";"Gent"
25841;25904;"Zillebeke";"Zillebeke";"Gent"
25842;25905;;"Gent";"Gent"
25843;25906;;"Gent";"Gent"
25844;25907;;"Nazareth";"Gent"
25845;25908;;"Gent";"Gent"
25846;25909;"Maaswyck (Limburg)";"Maaseik";"Gent"
25847;25910;"Meerendré";"Merendree";"Gent"
25848;25911;;"Brugge";"Gent"
25849;25912;;"Gent";"Gent"
25850;25913;"Mont St Amand";"Sint-Amandsberg";"Gent"
25851;25914;"Leerne St Martin";"Sint Martens-Leerne";"Gent"
25852;25915;;"Dendermonde";"Gent"
25853;25916;;"Gent";"Gent"
25854;25917;"Westoutre";"Westouter";"Gent"
25855;25918;;"Zomergem";"Gent"
25856;25919;;"Lochristi";"Gent"
25857;25920;;"Zomergem";"Gent"
25858;25921;;"Gullegem";"Gent"
25859;25922;;"Gent";"Gent"
25860;25923;"Namur";"Namen";"Gent"
25861;25924;;"Gent";"Gent"
25862;25925;;"Brugge";"Gent"
25863;25926;;"Menen";"Gent"
25864;25927;;"Gent";"Gent"
25865;25928;;"Gent";"Gent"
25866;25929;;"Zelzate";"Gent"
25867;25930;;"Gent";"Gent"
25868;25931;;"Heusden";"Gent"
25869;25932;;"Gent";"Gent"
25870;25933;"Huysse";"Huise";"Gent"
25871;25934;;"Gavere";"Gent"
25872;25935;;"Nevele";"Gent"
25873;25936;;"Hansbeke";"Gent"
25874;25937;;"Haarlem";"Gent"
25875;25938;"Mooregem";"Moregem";"Gent"
25876;25939;;"Gent";"Gent"
25877;25940;"Lille";"Frankrijk";"Gent"
25878;25941;;"Bornem";"Gent"
25879;25942;;"Gent";"Gent"
25880;25943;;"Gavere";"Gent"
25881;25944;;"Gent";"Gent"
25882;25945;;"Gent";"Gent"
25883;25946;;"Meulebeke";"Gent"
25884;25947;;"Roeselare";"Gent"
25885;25948;;"Oostrozebeke";"Gent"
25886;25949;;"Wielsbeke";"Gent"
25887;25950;;"Sint-Niklaas";"Gent"
25888;25951;"Houthem";"Houtem";"Gent"
25889;25952;;"Sint-Niklaas";"Gent"
25890;25953;;"Gent";"Gent"
25891;25954;;"Gent";"Gent"
25892;25955;;"Gent";"Gent"
25893;25956;;"Gent";"Gent"
25894;25957;;"Gent";"Gent"
25895;25958;;"Gent";"Gent"
25896;25959;;"Gent";"Gent"
25897;25960;;"Gent";"Gent"
25898;25961;;"Destelbergen";"Gent"
25899;25962;;"Gent";"Gent"
25900;25963;;"Aalter";"Gent"
25901;25964;;"Gent";"Gent"
25902;25965;"Boucle St Blaise";"Sint-Blasius-Boekel";"Gent"
25903;25966;;"Gent";"Gent"
25904;25967;"Lembeke";"Lembeke";"Gent"
25905;25968;;"Ruiselede";"Gent"
25906;25969;;"Gent";"Gent"
25907;25970;;"Gent";"Gent"
25908;25971;"Cologne";"Pruisen";"Gent"
25909;25972;"Clety";"Frankrijk";"Gent"
26092;26157;;"Lokeren";"Gent"
26093;26158;;"Kortrijk";"Gent"
26094;26159;;"Gent";"Gent"
26095;26160;;"Wakken";"Gent"
26096;26161;;"Maldegem";"Gent"
26097;26162;;"Evergem";"Gent"
26098;26163;;"Deinze";"Gent"
26099;26164;;"Merelbeke";"Gent"
26100;26165;;"Gavere";"Gent"
26101;26166;;"Gent";"Gent"
26102;26167;;"Sleidinge";"Gent"
26103;26168;;"Gent";"Gent"
26104;26169;;"Eeklo";"Gent"
26105;26170;;"Gent";"Gent"
26106;26171;;"Gent";"Gent"
26107;26172;"Saffelaere";"Zaffelare";"Gent"
26108;26173;;"Nazareth";"Gent"
26109;26174;"Bachte Maria Leerne";"Bachte-Maria-Leerne";"Gent"
26110;26175;;"Kaprijke";"Gent"
26111;26176;;"Merelbeke";"Gent"
26112;26177;"Oostecloo";"Oosteeklo";"Gent"
26113;26178;;"Bassevelde";"Gent"
26114;26179;;"Bassevelde";"Gent"
26115;26180;"Bachte Maria Leerne";"Bachte-Maria-Leerne";"Gent"
26116;26181;;"Moerbeke";"Gent"
26117;26182;;"Vinkt";"Gent"
26118;26183;;"Zevergem";"Gent"
26119;26184;;"Lokeren";"Gent"
26120;26185;;"Oostakker";"Gent"
26121;26186;;"Menen";"Gent"
26122;26187;;"Gent";"Gent"
26123;26188;;"Wetteren";"Gent"
26124;26189;"Huysse";"Huise";"Gent"
26125;26190;;"Nevele";"Gent"
26126;26191;;"Wichelen";"Gent"
26127;26192;;"Kruishoutem";"Gent"
26128;26193;"Mont St Amand";"Sint-Amandsberg";"Gent"
26129;26194;"Mont St Amand";"Sint-Amandsberg";"Gent"
26130;26195;"Cassel";"Pruisen";"Gent"
26131;26196;;"Gent";"Gent"
26132;26197;;"Oostakker";"Gent"
26133;26198;"Oost Ecloo";"Oosteeklo";"Gent"
26134;26199;;"Gent";"Gent"
26135;26201;;"Gent";"Gent"
26136;26202;;"Charleroi";"Gent"
26137;26203;;"Knesselare";"Gent"
26138;26204;;"Gent";"Gent"
26139;26205;;"Gent";"Gent"
26140;26206;;"Gent";"Gent"
26141;26207;;"Gent";"Gent"
26142;26208;;"Gent";"Gent"
26143;26209;;"Sint-Niklaas";"Gent"
26144;26210;;"Eeklo";"Gent"
26145;26211;;"Zwevegem";"Gent"
26146;26212;;"Brussel";"Gent"
26147;26213;;"Balegem";"Gent"
26148;26214;;"Sint-Niklaas";"Gent"
26149;26215;;"Gent";"Gent"
26150;26216;;"Oudenaarde";"Gent"
26151;26217;;"Gent";"Gent"
26152;26218;"Sveneecken";"Zeveneken";"Gent"
26153;26219;"Seveneeken";"Zeveneken";"Gent"
26154;26221;;"Brugge";"Gent"
26155;26222;;"Brussel";"Gent"
26156;26223;;"Oostakker";"Gent"
26157;26224;;"Watervliet";"Gent"
26158;26225;;"Zomergem";"Gent"
26159;26226;;"Zomergem";"Gent"
26160;26227;;"Gent";"Gent"
26161;26228;;"Oostende";"Gent"
26162;26229;;"Ruiselede";"Gent"
26163;26230;;"Gent";"Gent"
26164;26231;;"Middelburg";"Gent"
26165;26232;;"Zomergem";"Gent"
26166;26233;;"Merelbeke";"Gent"
26167;26234;;"Gent";"Gent"
26168;26235;;"Gent";"Gent"
26169;26236;;"Knesselare";"Gent"
26170;26237;;"Brugge";"Gent"
26171;26238;;"Lotenhulle";"Gent"
26172;26239;;"Mechelen";"Gent"
26173;26240;;"Lotenhulle";"Gent"
26174;26241;;"Kruishoutem";"Gent"
26175;26242;;"Gentbruge";"Gent"
26286;26353;;"Middelburg";"Gent"
26287;26354;;"Moerkerke";"Gent"
26288;26355;;"Maldegem";"Gent"
26289;26356;"Hilleghem";"Hillegem";"Gent"
26290;26357;;"Zomergem";"Gent"
26291;26358;;"Oosterzele";"Gent"
26292;26359;;"Landskouter";"Gent"
26293;26360;;"Gent";"Gent"
26294;26361;;"Gent";"Gent"
26295;26362;;"Zomergem";"Gent"
26296;26363;;"Waregem";"Gent"
26297;26363;;;"Gent"
26298;26364;;"Nokere";"Gent"
26299;26365;;"Nokere";"Gent"
26300;26366;;"Kalken";"Gent"
26301;26367;;"Veurne";"Gent"
26302;26368;;"Gent";"Gent"
26303;26369;;"Kruishoutem";"Gent"
26304;26370;;"Watervliet";"Gent"
26305;26371;;"Gent";"Gent"
26306;26372;;"Moerkerke";"Gent"
26307;26373;;"Gent";"Gent"
26308;26374;;"Hansbeke";"Gent"
26309;26375;;"Gent";"Gent"
26310;26376;;"Gavere";"Gent"
26311;26377;;"Gent";"Gent"
26312;26378;;"Gent";"Gent"
26313;26379;;"Landskouter";"Gent"
26314;26380;;"Evergem";"Gent"
26315;26381;;"Deinze";"Gent"
26316;26382;;"Gent";"Gent"
26317;26383;"Huysse";"Huise";"Gent"
26318;26384;;"Nazareth";"Gent"
26319;26385;;"Ruiselede";"Gent"
26320;26386;;"Zomergem";"Gent"
26321;26387;;"Moerbeke";"Gent"
26322;26388;;"Oostakker";"Gent"
26323;26389;;"Oostakker";"Gent"
26324;26390;;"Oostakker";"Gent"
26325;26391;;"Oostakker";"Gent"
26326;26392;;"Oostakker";"Gent"
26327;26393;;"Balegem";"Gent"
26328;26394;;"Ertvelde";"Gent"
26329;26395;;"Gent";"Gent"
26330;26396;;"Adegem";"Gent"
26331;26397;;"Adegem";"Gent"
26332;26398;;"Waarschoot";"Gent"
26333;26399;;"Gent";"Gent"
26334;26400;;"Kalken";"Gent"
26335;26401;;"Oosterzele";"Gent"
26336;26402;;"Nazareth";"Gent"
26337;26403;;"Menen";"Gent"
26338;26404;;"Eine";"Gent"
26339;26405;;"Sinaai";"Gent"
26340;26406;;"Wichelen";"Gent"
26341;26407;"Wynckel";"Winkel";"Gent"
26342;26408;;"Oedelem";"Gent"
26343;26409;;"Maldegem";"Gent"
26344;26410;;"Nevele";"Gent"
26345;26411;;"Wakken";"Gent"
26346;26412;;"Moerbeke";"Gent"
26347;26413;;"Moerbeke";"Gent"
26348;26414;"Meerendre";"Merendree";"Gent"
26349;26415;"Koewyt (Hollande)";"Nederland";"Gent"
26350;26416;"Sint Laurent";"Sint-Laureins";"Gent"
26351;26417;;"Eeklo";"Gent"
26352;26418;;"Eeklo";"Gent"
26353;26419;;"Sleidinge";"Gent"
26354;26420;;"Balegem";"Gent"
26355;26421;"Huysse";"Huise";"Gent"
26356;26422;"Huysse";"Huise";"Gent"
26357;26423;;"Merelbeke";"Gent"
26358;26424;;"Nevele";"Gent"
26359;26425;;"Aalst";"Gent"
26360;26426;;"Maldegem";"Gent"
26361;26427;;"Maldegem";"Gent"
26362;26428;;"Waarschoot";"Gent"
26363;26429;;"Adegem";"Gent"
26364;26430;;"Adegem";"Gent"
26365;26431;;"Eeklo";"Gent"
26366;26432;"Sint Laurent";"Sint-Laureins";"Gent"
26367;26433;"Auweghem";"Ouwegem";"Gent"
26368;26434;;"Wachtebeke";"Gent"
26369;26435;;"Wachtebeke";"Gent"
25259;25313;"Wachtebeke";"Wachtebeke";"Gent"
25260;25314;;"Landegem";"Gent"
25261;25315;"Destelbergen";"Destelbergen";"Gent"
25262;25316;"Lochristi";"Lochristi";"Gent"
25263;25317;"Huysse";"Huise";"Gent"
25264;25318;;"Gent";"Gent"
25265;25319;"Huysse";"Huise";"Gent"
25266;25320;"Liege";"Luik";"Gent"
25267;25321;;"Zulte";"Gent"
25268;25322;;"Oostakker";"Gent"
25269;25323;;"Maldegem";"Gent"
25270;25324;"Huysse";"Huise";"Gent"
25271;25325;"Kruishoutem";"Kruishoutem";"Gent"
25272;25326;;"Oudenaarde";"Gent"
25273;25327;"Leerne St Martin";"Sint Martens-Leerne";"Gent"
25274;25328;"Amsterdam";"Nederland";"Gent"
25275;25329;"Adegem";"Adegem";"Gent"
25276;25330;;"Gent";"Gent"
25277;25331;;"Maldegem";"Gent"
25278;25332;;"Gent";"Gent"
25279;25333;"Moortzeele";"Moortsele";"Gent"
25280;25334;;"Ursel";"Gent"
25281;25335;"Maldegem";"Maldegem";"Gent"
25282;25336;"Lochristi";"Lochristi";"Gent"
25283;25337;;"Oostakker";"Gent"
25284;25338;;"Gent";"Gent"
25285;25339;;"Gent";"Gent"
25286;25340;;"Gent";"Gent"
25287;25341;;"Brugge";"Gent"
25288;25342;;"Izegem";"Gent"
