"Id_geboorteplaats";"Id_verbl";"Plaatsnaam_letterlijk";"Plaatsnaam_vertaling";"Gevangenis"
17563;17571;;"Kruishoutem";"Gent"
17564;17572;"Deurle";"Deurle";"Gent"
17565;17573;"Sleidinge";"Sleidinge";"Gent"
17566;17574;"Zeveren";"Zeveren";"Gent"
17567;17575;"zommerghem";"Zomergem";"Gent"
17568;17576;"aeltre";"Aalter";"Gent"
17569;17577;"Bruges";"Brugge";"Gent"
17570;17578;"Gand";"Gent";"Gent"
17571;17579;"Holsbeek";"Holsbeek";"Gent"
17572;17580;"saventhem";"Zaventem";"Gent"
17573;17581;"Moerbeke";"Moerbeke";"Gent"
17574;17582;"Ledeberg";"Ledeberg";"Gent"
17575;17583;"Wachtebeeke";"Wachtebeke";"Gent"
17576;17584;"Gand";"Gent";"Gent"
17577;17585;"Gand";"Gent";"Gent"
17578;17586;"Gand";"Gent";"Gent"
17579;17588;"Gand";"Gent";"Gent"
17580;17589;"Gand";"Gent";"Gent"
17581;17590;"Gand";"Gent";"Gent"
17582;17591;"cruyshautem";"Kruishoutem";"Gent"
17583;17592;"Gand";"Gent";"Gent"
17584;17593;"Gand";"Gent";"Gent"
17585;17594;"Gand";"Gent";"Gent"
17586;17596;"Bachte Maria Leerne";"Bachte-Maria-Leerne";"Gent"
17587;17598;"Feluy (Hainaut)";"Feluy";"Gent"
17588;17599;"Gand";"Gent";"Gent"
17589;17600;"Gand";"Gent";"Gent"
17590;17601;"Schoondycke (Nl)";"Nederland";"Gent"
17591;17602;"Lille (Fr.)";"Frankrijk";"Gent"
17592;17603;"Gand";"Gent";"Gent"
17593;17604;"Gand";"Gent";"Gent"
17594;17605;"cluysen";"Kluizen";"Gent"
17595;17606;"Gand";"Gent";"Gent"
17597;17608;"Thielt";"Tielt";"Gent"
17598;17610;"Huysse";"Huise";"Gent"
17599;17611;"Gand";"Gent";"Gent"
17600;17613;"Gand";"Gent";"Gent"
17601;17614;"Belzele";"Belsele";"Gent"
17602;17614;"Brele";"Frankrijk";"Gent"
17603;17615;"Ledeberg";"Ledeberg";"Gent"
17604;17616;"Moerzeke";"Moerzeke";"Gent"
17605;17617;"Gand";"Gent";"Gent"
17606;17617;"Gand";"Gent";"Gent"
17607;17618;"Bruges";"Brugge";"Gent"
17608;17619;"calcken";"Kalken";"Gent"
17609;17620;"Gand";"Gent";"Gent"
17610;17621;"Gand";"Gent";"Gent"
17611;17622;"Gand";"Gent";"Gent"
17612;17623;"Gand";"Gent";"Gent"
17613;17624;"Gand";"Gent";"Gent"
17614;17625;"Gand";"Gent";"Gent"
17615;17626;"Gotthem";"Gottem";"Gent"
17616;17627;"Lemberge";"Lemberge";"Gent"
17617;17628;"ardoye";"Ardooie";"Gent"
17618;17629;"ardoye";"Ardooie";"Gent"
17619;17630;"Gand";"Gent";"Gent"
17620;17631;"bruges";"Brugge";"Gent"
17621;17632;"Hamme";"Hamme";"Gent"
17622;17633;"Deynze";"Deinze";"Gent"
17623;17635;"Gand";"Gent";"Gent"
17625;17636;"Deurle";"Deurle";"Gent"
17626;17637;"Nazarette";"Nazareth";"Gent"
17627;17638;"Gand";"Gent";"Gent"
17628;17639;"Gand";"Gent";"Gent"
17629;17640;"Gand";"Gent";"Gent"
17630;17641;"Bruges";"Brugge";"Gent"
17631;17642;"sommergem";"Zomergem";"Gent"
17632;17643;"Gand";"Gent";"Gent"
17633;17644;"Gand";"Gent";"Gent"
17634;17645;"Gand";"Gent";"Gent"
17635;17646;"Gand";"Gent";"Gent"
17636;17647;"Bruges";"Brugge";"Gent"
17637;17648;"Gand";"Gent";"Gent"
17638;17649;"gand";"Gent";"Gent"
17639;17650;"Hauthem st Lieve";"Sint-Lievens-Houtem";"Gent"
17640;17651;"Gand";"Gent";"Gent"
17641;17652;"Gand";"Gent";"Gent"
17642;17653;"Evergem";"Evergem";"Gent"
17643;17654;"Gand";"Gent";"Gent"
17644;17655;"Eecloo";"Eeklo";"Gent"
17645;17656;"Eecloo";"Eeklo";"Gent"
17646;17657;"Eecloo";"Eeklo";"Gent"
17647;17658;"Asper";"Asper";"Gent"
17648;17659;"Gand";"Gent";"Gent"
17649;17660;"Gand";"Gent";"Gent"
17650;17661;"Louvain";"Leuven";"Gent"
17651;17663;"Mons (Hainaut)";"Bergen";"Gent"
17652;17664;"Gand";"Gent";"Gent"
17653;17665;"Gand";"Gent";"Gent"
17654;17666;"dickelvenne";"Dikkelvenne";"Gent"
17655;17667;"Gand";"Gent";"Gent"
17656;17668;"Wondelgem";"Wondelgem";"Gent"
17657;17669;"Nevele";"Nevele";"Gent"
17658;17670;"Alveringhem";"Alveringem";"Gent"
17659;17671;"Gand";"Gent";"Gent"
17660;17672;"Gand";"Gent";"Gent"
17661;17673;"Gand";"Gent";"Gent"
17662;17674;"Hallewin (Fr)";"Frankrijk";"Gent"
17663;17675;"Mendonck";"Mendonk";"Gent"
17664;17676;"Wachtebeke";"Wachtebeke";"Gent"
17665;17677;"Veurne";"Veurne";"Gent"
17666;17678;"Nazareth";"Nazareth";"Gent"
17667;17679;"Gand";"Gent";"Gent"
17668;17680;"Schellebelle";"Schellebelle";"Gent"
17669;17681;"Ursel";"Ursel";"Gent"
17670;17682;"Laerne";"Laarne";"Gent"
17671;17683;"Gand";"Gent";"Gent"
17672;17684;"Gand";"Gent";"Gent"
17673;17685;"Hagesteen (Nl)";"Nederland";"Gent"
17674;17686;"Ertvelde";"Ertvelde";"Gent"
17675;17687;"Ledeberg";"Ledeberg";"Gent"
17676;17688;"Evergem";"Evergem";"Gent"
17677;17689;"Gand";"Gent";"Gent"
17678;17690;"Bruges";"Brugge";"Gent"
17679;17691;"odegem";"Adegem";"Gent"
17680;17692;"Gand";"Gent";"Gent"
17681;17693;"Gand";"Gent";"Gent"
17682;17694;"Ruppelmonde";"Rupelmonde";"Gent"
17683;17695;"eecke";"Eke";"Gent"
17684;17696;"Gand";"Gent";"Gent"
17685;17697;"Mont St. Amand";"Sint-Amandsberg";"Gent"
17686;17698;"Gand";"Gent";"Gent"
17687;17699;"Evergem";"Evergem";"Gent"
17688;17700;"Gentbrugge";"Gentbrugge";"Gent"
17689;17701;"Gand";"Gent";"Gent"
17690;17702;"Paris (Fr)";"Frankrijk";"Gent"
17691;17703;"sommergem";"Zomergem";"Gent"
17692;17704;"Gand";"Gent";"Gent"
17693;17706;"Ledeberg";"Ledeberg";"Gent"
26202;26269;;"Gent";"Gent"
26203;26270;;"Gent";"Gent"
26204;26271;;"Heusden";"Gent"
26205;26272;;"Wetteren";"Gent"
26206;26273;"Leysele";"Leisele";"Gent"
26207;26274;;"Eeklo";"Gent"
26208;26275;;"Wichelen";"Gent"
26209;26276;;"Gent";"Gent"
26210;26277;;"Sint-Niklaas";"Gent"
26211;26278;;"Zevergem";"Gent"
26212;26279;;"Zomergem";"Gent"
26213;26280;;"Zomergem";"Gent"
26214;26281;;"Hansbeke";"Gent"
26215;26282;;"Gent";"Gent"
26216;26283;;"Lochristi";"Gent"
26217;26284;"Warnegem Lede";"Wannegem-Lede";"Gent"
26218;26285;"Warneghme Lede";"Wannegem-Lede";"Gent"
26219;26286;;"Heusden";"Gent"
26220;26287;"Sint Jean";"Sint-Jan";"Gent"
26221;26288;;"Lochristi";"Gent"
26222;26289;;"Schellebelle";"Gent"
26223;26290;;"Merelbeke";"Gent"
26224;26291;"Huysse";"Huise";"Gent"
26225;26292;;"Gent";"Gent"
26226;26293;;"Eeklo";"Gent"
26227;26294;;"Oudenaarde";"Gent"
26228;26295;;"Oosterzele";"Gent"
26229;26296;;"Waterloo";"Gent"
26230;26297;;"Nazareth";"Gent"
26231;26298;;"Gent";"Gent"
26232;26299;;"Zomergem";"Gent"
26233;26300;;"Oosterzele";"Gent"
26234;26301;"Bouchaute";"Boekhoute";"Gent"
26235;26302;;"Merelbeke";"Gent"
26236;26303;"Oosterzele";"Oosterzele";"Gent"
26237;26304;"Gydenzele";"Gijzenzele";"Gent"
26238;26305;"Massemen Westrem";"Massemen-Westrem";"Gent"
26239;26306;;"Aalter";"Gent"
26240;26307;;"Scheldewindeke";"Gent"
26241;26308;;"Evergem";"Gent"
26242;26309;;"Oostakker";"Gent"
26243;26310;;"Knesselare";"Gent"
26244;26311;;"Leuven";"Gent"
26245;26312;;"Knesselare";"Gent"
26246;26313;;"Knesselare";"Gent"
26247;26314;;"Knesselare";"Gent"
26248;26315;;"Maldegem";"Gent"
26249;26316;;"Aaigem";"Gent"
26250;26317;;"Dikkelvenne";"Gent"
26251;26318;"St Laurent";"Frankrijk";"Gent"
26252;26319;;"Brugge";"Gent"
26253;26320;"Roxem";"Roksem";"Gent"
26254;26321;;"Drongen";"Gent"
26255;26322;;"Drongen";"Gent"
26256;26323;;"Lovendegem";"Gent"
26257;26324;;"Zomergem";"Gent"
26258;26325;;"Lovendegem";"Gent"
26259;26326;;"Gent";"Gent"
26260;26327;;"Kortrijk";"Gent"
26261;26328;;"Gent";"Gent"
26262;26329;;"Michelbeke";"Gent"
26263;26330;;"Maldegem";"Gent"
26264;26331;;"Gent";"Gent"
26265;26332;;"Brugge";"Gent"
26266;26333;;"Maldegem";"Gent"
26267;26334;;"Zomergem";"Gent"
26268;26335;;"Balegem";"Gent"
26269;26336;;"Gent";"Gent"
26270;26337;;"Kruishoutem";"Gent"
26271;26338;"Bouchaute";"Boekhoute";"Gent"
26272;26339;;"Gent";"Gent"
26273;26340;;"Gent";"Gent"
26274;26341;;"Gent";"Gent"
26275;26342;;"Deinze";"Gent"
26276;26343;;"Gent";"Gent"
26277;26344;;"Gent";"Gent"
26278;26345;;"Zingem";"Gent"
26279;26346;;"Serskamp";"Gent"
26280;26347;;"Beveren-Waas";"Gent"
26281;26348;;"Wetteren";"Gent"
26282;26349;;"Gent";"Gent"
26283;26350;;"Sleidinge";"Gent"
26284;26351;;"Baaigem";"Gent"
26285;26352;;"Gent";"Gent"
17780;17796;"Assenede";"Assenede";"Gent"
17781;17797;"Gand";"Gent";"Gent"
17782;17798;"Dinant (Namur)";"Dinant";"Gent"
17783;17799;"Nazareth";"Nazareth";"Gent"
17784;17800;"Lokeren";"Lokeren";"Gent"
17785;17801;"Gand";"Gent";"Gent"
17786;17802;"Drongen";"Drongen";"Gent"
17787;17803;"Gand";"Gent";"Gent"
17788;17804;"Lokeren";"Lokeren";"Gent"
17789;17805;"Bruges";"Brugge";"Gent"
17790;17806;"selzaete";"Zelzate";"Gent"
17791;17807;"Gand";"Gent";"Gent"
17792;17808;"Gand";"Gent";"Gent"
17793;17809;"nazareth";"Nazareth";"Gent"
17794;17810;"Sinay";"Sinaai";"Gent"
17795;17812;"Ledeberg";"Ledeberg";"Gent"
17796;17813;"Poederle (anvers)";"Poederlee";"Gent"
17797;17814;"Gand";"Gent";"Gent"
17798;17815;"Asper";"Asper";"Gent"
17799;17816;"Lokeren";"Lokeren";"Gent"
17800;17817;"Gand";"Gent";"Gent"
17801;17819;"Oostacker";"Oostakker";"Gent"
17802;17820;"Lotenhulle";"Lotenhulle";"Gent"
17803;17821;"Ninove";"Ninove";"Gent"
17804;17822;"Alveringhem";"Alveringem";"Gent"
17805;17823;"Evergem";"Evergem";"Gent"
17806;17824;"Berlaere";"Berlare";"Gent"
17807;17825;"Tronchiennes";"Drongen";"Gent"
17808;17826;"Ledeberg";"Ledeberg";"Gent"
17809;17827;"Schellebelle";"Schellebelle";"Gent"
17810;17828;"Gand";"Gent";"Gent"
17811;17829;"Vierset (Liege)";"Vierset-Barse";"Gent"
17812;17831;"Gand";"Gent";"Gent"
17813;17832;"Gand";"Gent";"Gent"
17814;17833;"Gand";"Gent";"Gent"
17815;17834;"Gand";"Gent";"Gent"
17816;17835;"Gand";"Gent";"Gent"
17817;17836;"Gand";"Gent";"Gent"
17818;17837;"Gand";"Gent";"Gent"
17819;17838;"ledeberg";"Ledeberg";"Gent"
17820;17839;"Nazareth";"Nazareth";"Gent"
17821;17840;"Gand";"Gent";"Gent"
17822;17841;"Schellebelle";"Schellebelle";"Gent"
17823;17842;"Gand";"Gent";"Gent"
17824;17843;"Gand";"Gent";"Gent"
17825;17844;"Bois le Duc (Nl.)";"'s-Hertogenbosch";"Gent"
17826;17845;"gand";"Gent";"Gent"
17827;17846;"Gand";"Gent";"Gent"
17828;17847;"Gand";"Gent";"Gent"
17829;17848;"Sleidinge";"Sleidinge";"Gent"
17830;17849;"zele";"Zele";"Gent"
17831;17850;"Gand";"Gent";"Gent"
17832;17851;"Gand";"Gent";"Gent"
17833;17852;"Lotenhulle";"Lotenhulle";"Gent"
17834;17853;"Molenbeek st. jean";"Sint-Jans-Molenbeek";"Gent"
17835;17855;"assenede";"Assenede";"Gent"
17836;17856;"Poucques";"Poeke";"Gent"
17837;17857;"Poucques";"Poeke";"Gent"
17838;17858;"Gand";"Gent";"Gent"
17840;17859;"Renaix";"Ronse";"Gent"
17841;17860;"Baeygem";"Baaigem";"Gent"
17842;17861;"St. Josse Ten Node";"Sint-Joost-ten-Node";"Gent"
17843;17862;"Gand";"Gent";"Gent"
17844;17863;"Sottegem";"Zottegem";"Gent"
17845;17865;"Gand";"Gent";"Gent"
17846;17866;"Gand";"Gent";"Gent"
17847;17867;"Schelderode";"Schelderode";"Gent"
17848;17868;"Gand";"Gent";"Gent"
17849;17869;"Nazareth";"Nazareth";"Gent"
17850;17870;"Nivelles";"Nijvel";"Gent"
17851;17871;"Oosterzele";"Oosterzele";"Gent"
17852;17872;"Gand";"Gent";"Gent"
17853;17873;"Evergem";"Evergem";"Gent"
17854;17874;"Evergem";"Evergem";"Gent"
17855;17875;"St, Gilles Waes";"Sint-Gillis-Waas";"Gent"
17856;17877;"Gand";"Gent";"Gent"
17857;17878;"Tronchiennes";"Drongen";"Gent"
17858;17879;"Swynaerde";"Zwijnaarde";"Gent"
17859;17880;"Gand";"Gent";"Gent"
17860;17881;"Aeltre";"Aalter";"Gent"
17861;17882;"Laerne";"Laarne";"Gent"
17862;17883;"Louvain";"Leuven";"Gent"
17863;17884;"Nazareth";"Nazareth";"Gent"
17864;17885;"Nazareth";"Nazareth";"Gent"
17694;17707;"ypres";"Ieper";"Gent"
17695;17708;"Gand";"Gent";"Gent"
17696;17709;"Gand";"Gent";"Gent"
17697;17710;"Bruges";"Brugge";"Gent"
17698;17711;"Gand";"Gent";"Gent"
17699;17712;"Gand";"Gent";"Gent"
17700;17713;"Gand";"Gent";"Gent"
17701;17714;"Oostacker";"Oostakker";"Gent"
17702;17716;"Bouchoute";"Boekhoute";"Gent"
17703;17717;"Bouchoute";"Boekhoute";"Gent"
17704;17718;"Bruges";"Brugge";"Gent"
17705;17719;"Saffelaere";"Zaffelare";"Gent"
17706;17720;"Scheldewindeke";"Scheldewindeke";"Gent"
17707;17721;"Lincelles (Fr)";"Frankrijk";"Gent"
17708;17722;"Iseghem";"Izegem";"Gent"
17709;17723;"Gand";"Gent";"Gent"
17710;17724;"Gand";"Gent";"Gent"
17711;17725;"Nazareth";"Nazareth";"Gent"
17713;17726;"Eecloo";"Eeklo";"Gent"
17714;17728;"Roubaix (Fr.)";"Frankrijk";"Gent"
17715;17729;"Wetteren";"Wetteren";"Gent"
17716;17730;"Baelegem";"Balegem";"Gent"
17717;17732;"Gand";"Gent";"Gent"
17718;17733;"Gand";"Gent";"Gent"
17719;17734;"Gand";"Gent";"Gent"
17720;17735;"Gand";"Gent";"Gent"
17721;17736;"Oostacker";"Oostakker";"Gent"
17722;17737;"Wetteren";"Wetteren";"Gent"
17723;17738;"Gand";"Gent";"Gent"
17724;17739;"Barselese (Hollande)";"Nederland";"Gent"
17725;17740;"Cruyshoutem";"Kruishoutem";"Gent"
17726;17741;"Gand";"Gent";"Gent"
17727;17742;"Lokeren";"Lokeren";"Gent"
17728;17744;"Gand";"Gent";"Gent"
17730;17745;"Evergem";"Evergem";"Gent"
17731;17746;"Gand";"Gent";"Gent"
17732;17747;"Ruddervoorde";"Ruddervoorde";"Gent"
17733;17748;"Oost-Roosebeke";"Oostrozebeke";"Gent"
17734;17749;"Melsen";"Melsen";"Gent"
17735;17750;"Huysse";"Huise";"Gent"
17736;17751;"somergem";"Zomergem";"Gent"
17737;17752;"Gand";"Gent";"Gent"
17738;17753;"Gand";"Gent";"Gent"
17739;17754;"Bruxelles";"Brussel";"Gent"
17740;17755;"Gand";"Gent";"Gent"
17741;17756;"Gand";"Gent";"Gent"
17742;17757;"Ertvelde";"Ertvelde";"Gent"
17743;17758;"Gand";"Gent";"Gent"
17744;17759;"Gentbrugge";"Gentbrugge";"Gent"
17745;17760;"Clercken";"Klerken";"Gent"
17746;17761;"Assenede";"Assenede";"Gent"
17747;17763;"seeveneke";"Zeveneken";"Gent"
17748;17764;"Wachtebeke";"Wachtebeke";"Gent"
17749;17765;"Gand";"Gent";"Gent"
17750;17766;"Dadizele";"Dadizele";"Gent"
17751;17767;"Ledebrug";"Ledeberg";"Gent"
17752;17768;"Gand";"Gent";"Gent"
17753;17769;"Gand";"Gent";"Gent"
17754;17769;"Gand";"Gent";"Gent"
17755;17770;"Melsene";"Melsen";"Gent"
17756;17771;"Gand";"Gent";"Gent"
17757;17772;"Laeken";"Laken";"Gent"
17758;17773;"Gand";"Gent";"Gent"
17759;17774;"Saffelaere";"Zaffelare";"Gent"
17761;17776;"Machelen (oost-vlaanderen)";"Machelen";"Gent"
17762;17777;"Gand";"Gent";"Gent"
17763;17778;"melle";"Melle";"Gent"
17764;17779;"Oostacker";"Oostakker";"Gent"
17765;17779;"Oostacker";"Oostakker";"Gent"
17766;17780;"Gand";"Gent";"Gent"
17767;17781;"Eecke";"Eke";"Gent"
17768;17782;"assenede";"Assenede";"Gent"
17769;17783;"Ledeberg";"Ledeberg";"Gent"
17770;17784;"Willebringen (brabant)";"Willebringen";"Gent"
17771;17785;"Gand";"Gent";"Gent"
17772;17786;"Nazareth";"Nazareth";"Gent"
17773;17788;"vinderhaute";"Vinderhoute";"Gent"
17774;17789;"courtrai";"Kortrijk";"Gent"
17775;17790;"Courtrai";"Kortrijk";"Gent"
17776;17787;"drongen";"Drongen";"Gent"
17777;17792;"Gand";"Gent";"Gent"
17778;17794;"Sleidinge";"Sleidinge";"Gent"
17779;17795;"Alost";"Aalst";"Gent"
17865;17886;"Merelbeke";"Merelbeke";"Gent"
17866;17887;"Lovendegem";"Lovendegem";"Gent"
17867;17888;"Baygem";"Baaigem";"Gent"
17868;17889;"Gand";"Gent";"Gent"
17869;17890;"Gentbrugge";"Gentbrugge";"Gent"
17870;17891;"Gand";"Gent";"Gent"
17871;17892;"Laerne";"Laarne";"Gent"
17872;17893;"St. Nicolas";"Sint-Niklaas";"Gent"
17873;17894;"Gand";"Gent";"Gent"
17874;17895;"Knocke";"Knokke";"Gent"
17875;17896;"synghem";"Zingem";"Gent"
17876;17897;"Gand";"Gent";"Gent"
17877;17898;"Gand";"Gent";"Gent"
17878;17899;"Gand";"Gent";"Gent"
17879;17900;"Gand";"Gent";"Gent"
17880;17901;"Gand";"Gent";"Gent"
17881;17902;"melle";"Melle";"Gent"
17882;17903;"Gand";"Gent";"Gent"
17883;17904;"Gand";"Gent";"Gent"
17884;17905;"Gand";"Gent";"Gent"
17885;17906;"Ertvelde";"Ertvelde";"Gent"
17886;17907;"Herstal (Liege)";"Herstal";"Gent"
17887;17908;"Bruges";"Brugge";"Gent"
17888;17909;"Gand";"Gent";"Gent"
17889;17910;"Gand";"Gent";"Gent"
17890;17911;"Lootenhulle";"Lotenhulle";"Gent"
17891;17912;"Bruges";"Brugge";"Gent"
17892;17913;"Gand";"Gent";"Gent"
17893;17914;"Gand";"Gent";"Gent"
17894;17915;"Gand";"Gent";"Gent"
17895;17916;"Gand";"Gent";"Gent"
17896;17917;"Eecloo";"Eeklo";"Gent"
17897;17918;"Wondelgem";"Wondelgem";"Gent"
17898;17919;"swynaerde";"Zwijnaarde";"Gent"
17899;17920;"Gand";"Gent";"Gent"
17900;17921;"Gand";"Gent";"Gent"
17901;17922;"Gand";"Gent";"Gent"
17902;17923;"Gand";"Gent";"Gent"
17903;17924;"Gand";"Gent";"Gent"
17904;17925;"Gand";"Gent";"Gent"
17905;17926;"Heusden";"Heusden";"Gent"
17906;17927;"Waereghem";"Waregem";"Gent"
17907;17928;"Gand";"Gent";"Gent"
17908;17929;"Moerbeke";"Moerbeke";"Gent"
17909;17930;"Helderghem";"Heldergem";"Gent"
17910;17931;"Gand";"Gent";"Gent"
17911;17932;"Wetteren";"Wetteren";"Gent"
17912;17933;"Lille (Fr)";"Frankrijk";"Gent"
17913;17934;"Loochristy";"Lochristi";"Gent"
17914;17935;"Gand";"Gent";"Gent"
17915;17936;"Gand";"Gent";"Gent"
17916;17937;"Roulers";"Roeselare";"Gent"
17917;17938;"Aspelaere";"Aspelare";"Gent"
17918;17939;"Gand";"Gent";"Gent"
17919;17940;"Lembeke";"Lembeke";"Gent"
17920;17941;"Gand";"Gent";"Gent"
17921;17942;"Gand";"Gent";"Gent"
17922;17943;"Poucques";"Poeke";"Gent"
17923;17944;"Poucques";"Poeke";"Gent"
17924;17945;"Poucques";"Poeke";"Gent"
17925;17946;"Gand";"Gent";"Gent"
17926;17947;"Evergem";"Evergem";"Gent"
17927;17948;"Gand";"Gent";"Gent"
17928;17949;"Gand";"Gent";"Gent"
17929;17950;"Wachtebeke";"Wachtebeke";"Gent"
17930;17951;"Merelbeke";"Merelbeke";"Gent"
17931;17952;"Gand";"Gent";"Gent"
17932;17953;"Gand";"Gent";"Gent"
17933;17954;"Evergem";"Evergem";"Gent"
17934;17955;"Gand";"Gent";"Gent"
17935;17957;"Gentbrugge";"Gentbrugge";"Gent"
17936;17958;"Gand";"Gent";"Gent"
17937;17959;"Merelbeke";"Merelbeke";"Gent"
17938;17960;"Gand";"Gent";"Gent"
17939;17961;"Gand";"Gent";"Gent"
17940;17962;"Gand";"Gent";"Gent"
17941;17963;"Gand";"Gent";"Gent"
17942;17964;"Blois (Fr)";"Frankrijk";"Gent"
17943;17965;"Destelberghe";"Destelbergen";"Gent"
17944;17966;"Gand";"Gent";"Gent"
17945;17967;"Gand";"Gent";"Gent"
17946;17968;"Wazemmes (Fr)";"Frankrijk";"Gent"
17947;17969;"Asper";"Asper";"Gent"
17948;17970;"Gand";"Gent";"Gent"
17949;17971;"Wetteren";"Wetteren";"Gent"
17950;17972;"Destelbergen";"Destelbergen";"Gent"
17951;17973;"Selzaete";"Zelzate";"Gent"
17952;17974;"Loochristy";"Lochristi";"Gent"
17953;17975;"Gand";"Gent";"Gent"
17954;17976;"Gand";"Gent";"Gent"
17955;17977;"Gand";"Gent";"Gent"
17956;17979;"Gand";"Gent";"Gent"
17957;17980;"Somergem";"Zomergem";"Gent"
17958;17981;"Laarne";"Laarne";"Gent"
17959;17982;"Gand";"Gent";"Gent"
17960;17983;"Gand";"Gent";"Gent"
17961;17984;"gand";"Gent";"Gent"
17962;17985;"Waerschout";"Waarschoot";"Gent"
17963;17986;"Bellem";"Bellem";"Gent"
17964;17987;"Loochristy";"Lochristi";"Gent"
17965;17988;"Gand";"Gent";"Gent"
17966;17989;"Mariakerke";"Mariakerke (Gent)";"Gent"
17967;17990;"Bruges";"Brugge";"Gent"
17968;17992;"Aeltre";"Aalter";"Gent"
17969;17993;"Gand";"Gent";"Gent"
17970;17994;"Massemen Westrem";"Massemen-Westrem";"Gent"
17971;17995;"Gand";"Gent";"Gent"
17972;17996;"tronchiennes";"Drongen";"Gent"
17973;17997;"Eecloo";"Eeklo";"Gent"
17974;17998;"Tronchiennes";"Drongen";"Gent"
17975;17999;"Gand";"Gent";"Gent"
17976;18000;"Gand";"Gent";"Gent"
17977;18001;"Eecloo";"Eeklo";"Gent"
17978;18002;"Lembeke";"Lembeke";"Gent"
17979;18003;"cruyshautem";"Kruishoutem";"Gent"
17980;18004;"Oostacker";"Oostakker";"Gent"
17981;18005;"Cruyshautem";"Kruishoutem";"Gent"
17982;18006;"Sleidinge";"Sleidinge";"Gent"
17983;18007;"Zele";"Zele";"Gent"
17984;18008;"Lokeren";"Lokeren";"Gent"
17985;18009;"Gand";"Gent";"Gent"
17986;18010;"Aeltre";"Aalter";"Gent"
17987;18011;"Petegem les Lys";"Petegem (Deinze)";"Gent"
17988;18012;"Gand";"Gent";"Gent"
17989;18013;"Gand";"Gent";"Gent"
17990;18014;"Vurste";"Vurste";"Gent"
17991;18015;"Gand";"Gent";"Gent"
17992;18016;"Gand";"Gent";"Gent"
17993;18017;"Huysde";"Huise";"Gent"
17994;18018;"Nazareth";"Nazareth";"Gent"
17995;18019;"nazareth";"Nazareth";"Gent"
17996;18020;"Oostacker";"Oostakker";"Gent"
17997;18021;"Somergem";"Zomergem";"Gent"
17998;18022;"Seveneecken";"Zeveneken";"Gent"
17999;18023;"Gand";"Gent";"Gent"
18000;18024;"Oosterzeele";"Oosterzele";"Gent"
18001;18025;"Maldegem";"Maldegem";"Gent"
18002;18026;"Assebrouck";"Assebroek";"Gent"
18003;18027;"Waerschoot";"Waarschoot";"Gent"
18004;18028;"St. Nicholas";"Sint-Niklaas";"Gent"
18005;18029;"Gand";"Gent";"Gent"
18006;18030;"Lootenhulle";"Lotenhulle";"Gent"
18007;18031;"Wachtebeke";"Wachtebeke";"Gent"
18008;18032;"Sleidinge";"Sleidinge";"Gent"
18009;18033;"Gand";"Gent";"Gent"
18010;18034;"onckerzele";"Onkerzele";"Gent"
18011;18035;"Heusden";"Heusden";"Gent"
18012;18036;"Heusden";"Heusden";"Gent"
18013;18037;"Knesselaere";"Knesselare";"Gent"
18014;18038;"Knesselaere";"Knesselare";"Gent"
18015;18039;"Oostacker";"Oostakker";"Gent"
18016;18040;"Zele";"Zele";"Gent"
18017;18041;"Gand";"Gent";"Gent"
18018;18042;"Tronchiennes";"Drongen";"Gent"
18019;18043;"Gand";"Gent";"Gent"
18020;18045;"Evergem";"Evergem";"Gent"
18021;18044;"Vertryck";"Vertrijk";"Gent"
18022;18046;"Wareghem Lede";"Wannegem-Lede";"Gent"
18023;18047;"Waregem Lede";"Wannegem-Lede";"Gent"
18024;18048;"Gand";"Gent";"Gent"
18025;18049;"Waregem Lede";"Wannegem-Lede";"Gent"
18026;18050;"Gand";"Gent";"Gent"
18027;18051;"Gand";"Gent";"Gent"
18028;18052;"Gand";"Gent";"Gent"
18029;18053;"Aeltre";"Aalter";"Gent"
18030;18054;"Gand";"Gent";"Gent"
18031;18055;"Ledeberg";"Ledeberg";"Gent"
18032;18056;"Evergem";"Evergem";"Gent"
18033;18057;"Lokeren";"Lokeren";"Gent"
18034;18059;"Gand";"Gent";"Gent"
18035;18060;"Gand";"Gent";"Gent"
18036;18061;"Gand";"Gent";"Gent"
18037;18062;"Oosterzele";"Oosterzele";"Gent"
18038;18063;"Hansbeke";"Hansbeke";"Gent"
18039;18064;"Assenede";"Assenede";"Gent"
18040;18065;"Adegem";"Adegem";"Gent"
18041;18066;"Laerne";"Laarne";"Gent"
18042;18067;"Oosterzele";"Oosterzele";"Gent"
18043;18068;"Nevilles";"Frankrijk";"Gent"
18044;18069;"St. Laureins";"Sint-Laureins";"Gent"
18045;18070;"Adegem";"Adegem";"Gent"
18046;18071;"Gand";"Gent";"Gent"
18047;18072;"Bruges";"Brugge";"Gent"
18048;18073;"Gand";"Gent";"Gent"
18049;18074;"Gand";"Gent";"Gent"
18050;18075;"Sleidinge";"Sleidinge";"Gent"
18051;18076;"Gand";"Gent";"Gent"
18052;18077;"Destelbergen";"Destelbergen";"Gent"
18053;18078;"Courtrai";"Kortrijk";"Gent"
18054;18079;"Eecloo";"Eeklo";"Gent"
18055;18080;"Oostacker";"Oostakker";"Gent"
18056;18081;"Ronsele";"Ronsele";"Gent"
18057;18082;"Oostkamp";"Oostkamp";"Gent"
18058;18083;"Loochristy";"Lochristi";"Gent"
